node_id,hazard_code,exposure_score,mitigation_level,assessment_date
IK-05-01053,Z02,21.4,częściowe,2025-08-20
IK-05-01053,Z09,53.2,brak,2026-07-06
IK-05-01054,Z07,46.0,częściowe,2026-01-01
IK-05-01054,Z02,50.0,częściowe,2026-02-06
IK-05-01054,Z09,55.5,częściowe,2025-12-23
IK-05-01055,Z07,51.0,brak,2025-11-02
IK-05-01055,Z02,22.4,częściowe,2026-07-17
IK-05-01055,Z09,17.5,pełne,2026-08-08
IK-05-01056,Z07,34.2,częściowe,2025-01-07
IK-05-01056,Z02,44.2,częściowe,2025-04-26
IK-05-01056,Z09,41.0,częściowe,2025-08-29
IK-05-01057,Z07,37.0,częściowe,2026-06-12
IK-05-01057,Z02,29.3,częściowe,2026-01-01
IK-05-01057,Z09,28.0,częściowe,2026-05-12
IK-05-01058,Z07,53.6,pełne,2025-06-09
IK-05-01058,Z02,28.4,brak,2026-04-11
IK-05-01058,Z09,57.5,częściowe,2026-05-24
IK-05-01059,Z07,19.1,brak,2025-07-31
IK-05-01059,Z02,41.7,częściowe,2025-08-13
IK-05-01059,Z09,53.3,częściowe,2025-10-17
IK-05-01060,Z07,65.7,częściowe,2025-02-26
IK-05-01060,Z02,30.1,częściowe,2025-08-12
IK-05-01060,Z09,46.3,częściowe,2026-07-30
IK-06-01061,Z02,36.1,brak,2025-03-28
IK-06-01061,Z07,61.2,częściowe,2025-10-25
IK-06-01061,Z05,34.9,częściowe,2025-10-27
IK-06-01061,Z13,22.5,częściowe,2025-08-21
IK-06-01062,Z02,58.6,częściowe,2026-07-13
IK-06-01062,Z07,32.9,częściowe,2025-09-24
IK-06-01062,Z05,39.0,brak,2025-05-08
IK-06-01062,Z13,45.9,częściowe,2026-03-14
IK-06-01063,Z02,27.4,brak,2025-03-10
IK-06-01063,Z07,19.8,brak,2025-12-23
IK-06-01063,Z05,31.5,pełne,2026-08-19
IK-06-01063,Z13,57.8,częściowe,2025-12-07
IK-06-01064,Z02,75.0,częściowe,2026-03-11
IK-06-01064,Z07,39.3,brak,2025-07-09
IK-06-01064,Z05,37.9,częściowe,2025-01-05
IK-06-01064,Z13,47.2,częściowe,2026-06-15
IK-06-01065,Z02,79.0,brak,2025-07-30
IK-06-01065,Z07,18.2,pełne,2025-02-10
IK-06-01065,Z05,57.9,częściowe,2025-03-28
IK-06-01065,Z13,30.7,częściowe,2025-12-02
IK-06-01066,Z02,42.7,pełne,2025-10-13
IK-06-01066,Z07,61.4,brak,2026-02-25
IK-06-01066,Z05,17.5,brak,2025-07-15
IK-06-01066,Z13,59.3,brak,2025-05-23
IK-06-01067,Z02,26.8,częściowe,2025-12-17
IK-06-01067,Z07,39.8,częściowe,2025-03-15
IK-06-01067,Z05,69.4,częściowe,2026-03-18
IK-06-01067,Z13,32.7,częściowe,2025-12-10
IK-06-01068,Z02,88.5,częściowe,2026-06-13
IK-06-01068,Z07,37.9,pełne,2025-03-15
IK-06-01068,Z05,42.1,brak,2024-10-19
IK-06-01068,Z13,44.7,częściowe,2024-10-22
IK-06-01069,Z02,56.1,częściowe,2026-04-24
IK-06-01069,Z07,55.0,brak,2024-10-24
IK-06-01069,Z05,54.3,częściowe,2026-04-05
IK-06-01069,Z13,26.6,brak,2026-06-07
IK-06-01070,Z02,58.0,brak,2025-11-26
IK-06-01070,Z07,38.9,częściowe,2024-10-21
IK-06-01070,Z05,56.9,częściowe,2025-07-26
IK-06-01070,Z13,21.8,częściowe,2026-08-18
IK-06-01071,Z02,19.3,częściowe,2025-01-15
IK-06-01071,Z07,18.2,częściowe,2026-06-14
IK-06-01071,Z05,16.4,częściowe,2025-05-10
IK-06-01071,Z13,39.2,częściowe,2025-05-23
IK-06-01072,Z02,44.8,brak,2026-05-13
IK-06-01072,Z07,37.1,brak,2026-01-04
IK-06-01072,Z05,23.8,pełne,2026-03-19
IK-06-01072,Z13,22.3,pełne,2025-06-12
IK-06-01073,Z02,63.5,częściowe,2025-12-17
IK-06-01073,Z07,29.4,częściowe,2026-02-13
IK-06-01073,Z05,25.8,częściowe,2025-07-04
IK-06-01073,Z13,28.8,pełne,2026-06-13
IK-06-01074,Z02,69.9,częściowe,2025-08-05
IK-06-01074,Z07,42.1,częściowe,2026-08-09
IK-06-01074,Z05,34.5,częściowe,2025-08-03
IK-06-01074,Z13,48.8,częściowe,2025-03-10
IK-06-01075,Z02,16.6,brak,2025-11-04
IK-06-01075,Z07,51.2,pełne,2026-07-02
IK-06-01075,Z05,53.0,brak,2024-11-23
IK-06-01075,Z13,51.0,częściowe,2025-06-15
IK-06-01076,Z02,81.6,częściowe,2025-10-23
IK-06-01076,Z07,60.1,brak,2026-01-19
IK-06-01076,Z05,33.3,częściowe,2025-07-20
IK-06-01076,Z13,54.6,brak,2024-11-07
IK-06-01077,Z02,53.6,pełne,2025-09-14
IK-06-01077,Z07,57.2,brak,2024-12-12
IK-06-01077,Z05,17.4,częściowe,2025-02-06
IK-06-01077,Z13,35.8,brak,2025-10-16
IK-06-01078,Z02,38.4,pełne,2025-07-22
IK-06-01078,Z07,27.2,brak,2026-02-14
IK-06-01078,Z05,44.9,częściowe,2024-10-30
IK-06-01078,Z13,25.1,częściowe,2025-04-04
IK-06-01079,Z02,30.2,częściowe,2025-03-28
IK-06-01079,Z07,51.8,częściowe,2025-05-27
IK-06-01079,Z05,19.7,częściowe,2025-11-23
IK-06-01079,Z13,42.4,częściowe,2026-07-03
IK-06-01080,Z02,61.0,częściowe,2025-04-23
IK-06-01080,Z07,69.9,brak,2026-03-26
IK-06-01080,Z05,69.9,brak,2025-08-09
IK-06-01080,Z13,67.8,brak,2025-07-08
IK-06-01081,Z02,36.6,częściowe,2025-10-19
IK-06-01081,Z07,53.7,pełne,2025-09-16
IK-06-01081,Z05,18.9,częściowe,2025-12-04
IK-06-01081,Z13,66.5,pełne,2025-03-17
IK-06-01082,Z02,46.4,pełne,2025-08-09
IK-06-01082,Z07,22.2,częściowe,2026-03-28
IK-06-01082,Z05,27.0,częściowe,2024-12-22
IK-06-01082,Z13,62.3,pełne,2026-04-10
IK-06-01083,Z02,22.5,częściowe,2024-11-13
IK-06-01083,Z07,57.8,brak,2024-10-30
IK-06-01083,Z05,55.3,pełne,2024-10-17
IK-06-01083,Z13,17.5,częściowe,2025-06-29
IK-06-01084,Z02,54.5,brak,2025-02-22
IK-06-01084,Z07,21.8,brak,2025-12-06
IK-06-01084,Z05,60.8,częściowe,2026-02-12
IK-06-01084,Z13,48.1,częściowe,2026-01-09
IK-06-01085,Z02,75.2,częściowe,2025-11-04
IK-06-01085,Z07,17.4,częściowe,2025-10-24
IK-06-01085,Z05,48.8,częściowe,2025-12-21
IK-06-01085,Z13,43.7,pełne,2026-07-03
IK-06-01086,Z02,34.8,brak,2026-03-28
IK-06-01086,Z07,57.3,pełne,2026-01-16
IK-06-01086,Z05,41.1,częściowe,2024-12-29
IK-06-01086,Z13,36.3,pełne,2026-04-15
IK-06-01087,Z02,36.2,pełne,2025-05-24
IK-06-01087,Z07,50.6,częściowe,2025-08-28
IK-06-01087,Z05,31.8,częściowe,2025-02-21
IK-06-01087,Z13,58.7,częściowe,2026-01-22
IK-06-01088,Z02,24.9,częściowe,2024-10-20
IK-06-01088,Z07,69.3,częściowe,2025-06-03
IK-06-01088,Z05,58.0,częściowe,2025-07-30
IK-06-01088,Z13,16.9,częściowe,2026-02-24
IK-06-01089,Z02,72.1,częściowe,2026-01-29
IK-06-01089,Z07,40.2,pełne,2025-07-20
IK-06-01089,Z05,48.1,częściowe,2025-07-26
IK-06-01089,Z13,27.7,brak,2025-03-01
IK-06-01090,Z02,83.5,częściowe,2025-05-07
IK-06-01090,Z07,40.0,pełne,2025-03-17
IK-06-01090,Z05,26.6,częściowe,2024-10-20
IK-06-01090,Z13,18.4,częściowe,2024-12-20
IK-06-01091,Z02,50.2,pełne,2025-04-12
IK-06-01091,Z07,41.8,częściowe,2026-01-28
IK-06-01091,Z05,68.2,częściowe,2024-11-01
IK-06-01091,Z13,52.0,częściowe,2025-07-15
IK-06-01092,Z02,50.8,brak,2026-04-11
IK-06-01092,Z07,39.4,częściowe,2025-04-20
IK-06-01092,Z05,15.9,brak,2024-12-10
IK-06-01092,Z13,45.9,częściowe,2024-12-24
IK-06-01093,Z02,65.2,brak,2025-05-21
IK-06-01093,Z07,56.4,pełne,2025-04-08
IK-06-01093,Z05,50.9,brak,2025-05-01
IK-06-01093,Z13,58.7,częściowe,2024-11-05
IK-06-01094,Z02,39.0,pełne,2025-06-30
IK-06-01094,Z07,36.7,brak,2026-02-19
IK-06-01094,Z05,25.0,częściowe,2026-06-20
IK-06-01094,Z13,23.9,częściowe,2026-03-15
IK-06-01095,Z02,18.1,częściowe,2025-02-28
IK-06-01095,Z07,56.8,częściowe,2025-11-29
IK-06-01095,Z05,18.8,pełne,2025-08-30
IK-06-01095,Z13,68.9,brak,2025-06-12
IK-06-01096,Z02,40.0,pełne,2024-11-05
IK-06-01096,Z07,49.2,częściowe,2026-02-17
IK-06-01096,Z05,52.6,częściowe,2025-02-13
IK-06-01096,Z13,36.9,pełne,2026-02-06
IK-06-01097,Z02,85.2,pełne,2026-06-30
IK-06-01097,Z07,43.0,pełne,2024-10-19
IK-06-01097,Z05,24.0,częściowe,2026-03-26
IK-06-01097,Z13,62.2,częściowe,2025-02-24
IK-06-01098,Z02,77.8,częściowe,2025-09-14
IK-06-01098,Z07,65.6,częściowe,2025-10-21
IK-06-01098,Z05,63.6,brak,2025-01-08
IK-06-01098,Z13,57.0,brak,2025-06-04
IK-06-01099,Z02,23.0,brak,2025-12-14
IK-06-01099,Z07,58.0,częściowe,2025-08-02
IK-06-01099,Z05,28.0,brak,2025-02-15
IK-06-01099,Z13,48.0,brak,2026-06-01
IK-06-01100,Z02,65.6,częściowe,2026-08-10
IK-06-01100,Z07,38.4,pełne,2024-10-28
IK-06-01100,Z05,40.7,częściowe,2025-08-14
IK-06-01100,Z13,17.1,częściowe,2025-06-23
IK-06-01101,Z02,44.8,częściowe,2025-08-08
IK-06-01101,Z07,21.9,brak,2025-06-22
IK-06-01101,Z05,60.6,brak,2025-10-22
IK-06-01101,Z13,62.8,częściowe,2025-08-24
IK-06-01102,Z02,45.5,pełne,2024-10-13
IK-06-01102,Z07,35.6,częściowe,2026-01-26
IK-06-01102,Z05,67.5,pełne,2025-04-11
IK-06-01102,Z13,43.0,pełne,2025-10-20
IK-06-01103,Z02,56.7,brak,2026-01-21
IK-06-01103,Z07,65.6,częściowe,2025-02-13
IK-06-01103,Z05,53.1,brak,2025-06-18
IK-06-01103,Z13,23.2,częściowe,2026-02-02
IK-06-01104,Z02,40.3,częściowe,2025-01-24
IK-06-01104,Z07,65.3,częściowe,2026-06-22
IK-06-01104,Z05,68.9,częściowe,2026-04-06
IK-06-01104,Z13,17.1,pełne,2025-09-03
IK-06-01105,Z02,31.3,pełne,2026-07-07
IK-06-01105,Z07,36.5,częściowe,2025-12-02
IK-06-01105,Z05,53.7,częściowe,2025-05-01
IK-06-01105,Z13,16.3,częściowe,2024-10-22
IK-06-01106,Z02,94.9,częściowe,2025-07-06
IK-06-01106,Z07,39.0,brak,2025-01-16
IK-06-01106,Z05,36.5,częściowe,2025-12-06
IK-06-01106,Z13,50.9,brak,2025-10-01
IK-06-01107,Z02,29.5,pełne,2026-03-03
IK-06-01107,Z07,67.8,częściowe,2025-11-24
IK-06-01107,Z05,19.0,częściowe,2025-05-17
IK-06-01107,Z13,17.3,częściowe,2026-04-09
IK-06-01108,Z02,47.6,częściowe,2026-04-05
IK-06-01108,Z07,18.6,brak,2025-09-04
IK-06-01108,Z05,40.4,pełne,2025-08-02
IK-06-01108,Z13,50.5,pełne,2026-04-14
IK-06-01109,Z02,59.5,pełne,2025-03-22
IK-06-01109,Z07,56.5,częściowe,2026-06-13
IK-06-01109,Z05,39.3,częściowe,2025-11-22
IK-06-01109,Z13,39.7,brak,2025-09-08
IK-06-01110,Z02,54.4,brak,2025-07-10
IK-06-01110,Z07,47.3,częściowe,2025-04-25
IK-06-01110,Z05,27.4,brak,2025-11-29
IK-06-01110,Z13,59.8,częściowe,2025-12-08
IK-06-01111,Z02,95.0,pełne,2026-07-10
IK-06-01111,Z07,45.3,brak,2026-02-09
IK-06-01111,Z05,48.6,brak,2025-03-09
IK-06-01111,Z13,42.1,częściowe,2026-05-02
IK-06-01112,Z02,29.4,brak,2026-05-24
IK-06-01112,Z07,41.8,pełne,2026-03-15
IK-06-01112,Z05,31.4,pełne,2025-03-31
IK-06-01112,Z13,54.0,częściowe,2025-07-15
IK-06-01113,Z02,55.0,brak,2025-07-21
IK-06-01113,Z07,33.5,brak,2026-04-04
IK-06-01113,Z05,68.3,pełne,2025-07-23
IK-06-01113,Z13,65.6,brak,2024-12-06
IK-06-01114,Z02,48.5,pełne,2026-01-26
IK-06-01114,Z07,44.3,częściowe,2025-08-07
IK-06-01114,Z05,55.2,brak,2025-04-20
IK-06-01114,Z13,23.8,pełne,2026-07-25
IK-06-01115,Z02,29.9,pełne,2025-07-06
IK-06-01115,Z07,29.5,brak,2025-06-10
IK-06-01115,Z05,22.7,pełne,2026-08-18
IK-06-01115,Z13,64.3,brak,2026-06-20
IK-06-01116,Z02,52.2,pełne,2025-08-27
IK-06-01116,Z07,20.4,pełne,2025-11-10
IK-06-01116,Z05,50.0,brak,2025-06-13
IK-06-01116,Z13,15.4,brak,2025-06-26
IK-06-01117,Z02,91.2,częściowe,2024-10-14
IK-06-01117,Z07,29.0,brak,2025-01-10
IK-06-01117,Z05,39.6,częściowe,2025-09-22
IK-06-01117,Z13,47.8,częściowe,2025-03-14
IK-06-01118,Z02,34.4,brak,2026-03-31
IK-06-01118,Z07,43.1,pełne,2024-10-29
IK-06-01118,Z05,49.4,częściowe,2024-11-20
IK-06-01118,Z13,22.1,częściowe,2025-09-15
IK-06-01119,Z02,79.0,częściowe,2025-03-21
IK-06-01119,Z07,23.9,brak,2026-08-09
IK-06-01119,Z05,65.9,brak,2026-06-27
IK-06-01119,Z13,16.2,pełne,2025-02-23
IK-06-01120,Z02,48.5,częściowe,2026-05-20
IK-06-01120,Z07,40.9,częściowe,2025-07-18
IK-06-01120,Z05,22.9,pełne,2024-11-20
IK-06-01120,Z13,43.6,częściowe,2024-11-23
IK-06-01121,Z02,55.3,brak,2025-08-19
IK-06-01121,Z07,68.0,brak,2025-01-21
IK-06-01121,Z05,21.0,częściowe,2024-10-23
IK-06-01121,Z13,43.9,częściowe,2025-12-05
IK-06-01122,Z02,46.8,częściowe,2025-07-22
IK-06-01122,Z07,41.5,pełne,2024-12-10
IK-06-01122,Z05,57.1,brak,2024-12-30
IK-06-01122,Z13,36.1,częściowe,2025-10-21
IK-06-01123,Z02,29.3,częściowe,2025-12-31
IK-06-01123,Z07,50.0,pełne,2026-01-30
IK-06-01123,Z05,18.0,brak,2025-06-25
IK-06-01123,Z13,52.1,częściowe,2026-01-24
IK-06-01124,Z02,19.9,częściowe,2025-03-25
IK-06-01124,Z07,40.3,brak,2025-08-20
IK-06-01124,Z05,18.6,pełne,2025-09-24
IK-06-01124,Z13,48.0,częściowe,2026-07-04
IK-06-01125,Z02,44.0,brak,2025-07-22
IK-06-01125,Z07,49.3,częściowe,2025-04-19
IK-06-01125,Z05,42.1,częściowe,2026-06-05
IK-06-01125,Z13,32.5,pełne,2025-11-03
IK-06-01126,Z02,17.2,pełne,2024-11-25
IK-06-01126,Z07,46.8,brak,2026-07-03
IK-06-01126,Z05,46.9,pełne,2026-06-25
IK-06-01126,Z13,38.9,częściowe,2026-07-26
IK-06-01127,Z02,67.2,pełne,2026-05-11
IK-06-01127,Z07,57.2,brak,2026-04-19
IK-06-01127,Z05,42.9,pełne,2026-08-03
IK-06-01127,Z13,29.9,brak,2025-03-11
IK-06-01128,Z02,69.1,brak,2025-09-29
IK-06-01128,Z07,49.5,częściowe,2025-12-22
IK-06-01128,Z05,52.6,brak,2024-11-03
IK-06-01128,Z13,44.1,częściowe,2025-05-30
IK-06-01129,Z02,52.2,brak,2025-07-15
IK-06-01129,Z07,55.6,częściowe,2025-05-17
IK-06-01129,Z05,54.9,brak,2024-12-19
IK-06-01129,Z13,65.1,częściowe,2025-05-21
IK-06-01130,Z02,64.4,częściowe,2025-08-20
IK-06-01130,Z07,69.0,częściowe,2026-07-27
IK-06-01130,Z05,58.7,pełne,2025-06-07
IK-06-01130,Z13,48.5,częściowe,2025-07-15
IK-06-01131,Z02,36.4,brak,2025-06-10
IK-06-01131,Z07,35.8,częściowe,2025-11-04
IK-06-01131,Z05,67.2,brak,2024-11-05
IK-06-01131,Z13,23.7,częściowe,2025-07-12
IK-06-01132,Z02,57.4,częściowe,2026-06-04
IK-06-01132,Z07,49.8,częściowe,2025-05-07
IK-06-01132,Z05,29.5,pełne,2025-01-10
IK-06-01132,Z13,59.9,częściowe,2025-06-28
IK-06-01133,Z02,24.2,brak,2024-11-12
IK-06-01133,Z07,26.5,brak,2025-08-16
IK-06-01133,Z05,45.4,częściowe,2026-07-26
IK-06-01133,Z13,59.6,częściowe,2025-06-12
IK-06-01134,Z02,42.4,pełne,2025-11-22
IK-06-01134,Z07,65.1,częściowe,2024-11-26
IK-06-01134,Z05,59.9,brak,2025-01-31
IK-06-01134,Z13,25.4,brak,2025-08-10
IK-06-01135,Z02,50.8,brak,2025-11-10
IK-06-01135,Z07,42.2,częściowe,2025-04-29
IK-06-01135,Z05,68.2,częściowe,2025-08-23
IK-06-01135,Z13,62.0,brak,2026-06-20
IK-06-01136,Z02,64.7,częściowe,2026-03-03
IK-06-01136,Z07,63.8,częściowe,2025-06-21
IK-06-01136,Z05,26.7,częściowe,2026-03-16
IK-06-01136,Z13,25.0,częściowe,2026-01-01
IK-06-01137,Z02,76.1,brak,2026-06-08
IK-06-01137,Z07,16.7,brak,2026-05-05
IK-06-01137,Z05,56.0,częściowe,2026-02-13
IK-06-01137,Z13,48.6,brak,2026-01-31
IK-06-01138,Z02,88.8,częściowe,2024-11-10
IK-06-01138,Z07,54.6,brak,2024-11-26
IK-06-01138,Z05,48.9,pełne,2026-07-03
IK-06-01138,Z13,16.2,częściowe,2026-05-27
IK-06-01139,Z02,54.9,częściowe,2026-01-16
IK-06-01139,Z07,47.9,pełne,2025-01-08
IK-06-01139,Z05,69.5,częściowe,2025-06-18
IK-06-01139,Z13,66.6,pełne,2024-12-25
IK-06-01140,Z02,96.1,częściowe,2025-12-21
IK-06-01140,Z07,40.8,brak,2025-07-10
IK-06-01140,Z05,17.5,częściowe,2026-06-29
IK-06-01140,Z13,36.7,pełne,2024-12-02
IK-06-01141,Z02,89.8,brak,2025-11-01
IK-06-01141,Z07,44.9,częściowe,2026-01-09
IK-06-01141,Z05,69.8,częściowe,2026-02-20
IK-06-01141,Z13,16.4,pełne,2025-06-03
IK-06-01142,Z02,18.1,częściowe,2026-01-30
IK-06-01142,Z07,17.8,brak,2025-07-24
IK-06-01142,Z05,15.3,częściowe,2025-06-23
IK-06-01142,Z13,18.1,pełne,2026-01-17
IK-06-01143,Z02,62.1,częściowe,2025-12-24
IK-06-01143,Z07,41.4,brak,2025-12-13
IK-06-01143,Z05,56.7,częściowe,2026-05-09
IK-06-01143,Z13,32.7,częściowe,2026-01-11
IK-06-01144,Z02,29.8,brak,2025-09-18
IK-06-01144,Z07,26.5,częściowe,2024-10-26
IK-06-01144,Z05,52.6,częściowe,2024-10-17
IK-06-01144,Z13,40.4,częściowe,2025-06-10
IK-06-01145,Z02,56.9,częściowe,2025-11-26
IK-06-01145,Z07,19.4,częściowe,2026-04-24
IK-06-01145,Z05,50.1,brak,2025-10-24
IK-06-01145,Z13,63.1,brak,2026-02-28
IK-06-01146,Z02,46.4,częściowe,2025-08-14
IK-06-01146,Z07,30.7,częściowe,2026-04-21
IK-06-01146,Z05,47.8,częściowe,2025-08-06
IK-06-01146,Z13,36.0,częściowe,2024-11-25
IK-06-01147,Z02,89.2,częściowe,2025-05-17
IK-06-01147,Z07,56.5,częściowe,2025-08-09
IK-06-01147,Z05,42.6,pełne,2025-01-23
IK-06-01147,Z13,38.7,brak,2025-11-25
IK-06-01148,Z02,59.7,pełne,2025-02-28
IK-06-01148,Z07,40.5,częściowe,2025-12-01
IK-06-01148,Z05,28.8,częściowe,2026-04-23
IK-06-01148,Z13,26.6,brak,2026-08-16
IK-06-01149,Z02,59.4,częściowe,2024-10-18
IK-06-01149,Z07,55.8,pełne,2024-12-06
IK-06-01149,Z05,39.0,częściowe,2025-02-06
IK-06-01149,Z13,21.8,częściowe,2025-05-17
IK-06-01150,Z02,76.7,częściowe,2025-04-13
IK-06-01150,Z07,38.1,częściowe,2025-07-08
IK-06-01150,Z05,25.1,pełne,2025-12-07
IK-06-01150,Z13,65.1,brak,2025-08-17
IK-06-01151,Z02,45.3,częściowe,2025-07-16
IK-06-01151,Z07,34.5,pełne,2025-09-05
IK-06-01151,Z05,15.7,brak,2025-01-30
IK-06-01151,Z13,33.2,częściowe,2026-03-10
IK-06-01152,Z02,40.0,brak,2025-10-23
IK-06-01152,Z07,31.5,częściowe,2024-12-02
IK-06-01152,Z05,32.2,pełne,2026-08-14
IK-06-01152,Z13,26.8,brak,2026-01-18
IK-06-01153,Z02,38.8,pełne,2026-08-03
IK-06-01153,Z07,55.4,pełne,2025-03-31
IK-06-01153,Z05,15.2,częściowe,2024-10-19
IK-06-01153,Z13,36.6,pełne,2025-03-17
IK-06-01154,Z02,16.1,częściowe,2026-04-11
IK-06-01154,Z07,63.1,brak,2024-10-16
IK-06-01154,Z05,34.7,częściowe,2025-02-19
IK-06-01154,Z13,50.1,częściowe,2025-05-15
IK-06-01155,Z02,76.5,częściowe,2024-12-22
IK-06-01155,Z07,51.9,częściowe,2026-04-02
IK-06-01155,Z05,19.1,częściowe,2026-04-18
IK-06-01155,Z13,26.8,pełne,2025-02-09
IK-06-01156,Z02,57.2,brak,2025-08-07
IK-06-01156,Z07,55.7,częściowe,2026-05-12
IK-06-01156,Z05,19.4,pełne,2025-01-01
IK-06-01156,Z13,17.7,częściowe,2026-06-15
IK-06-01157,Z02,51.3,częściowe,2026-05-03
IK-06-01157,Z07,35.0,brak,2026-05-04
IK-06-01157,Z05,63.9,pełne,2026-02-04
IK-06-01157,Z13,24.0,częściowe,2026-01-20
IK-06-01158,Z02,51.8,brak,2026-07-09
IK-06-01158,Z07,55.1,częściowe,2026-05-09
IK-06-01158,Z05,39.5,częściowe,2025-12-12
IK-06-01158,Z13,27.8,brak,2024-11-24
IK-06-01159,Z02,41.8,częściowe,2025-02-20
IK-06-01159,Z07,50.7,brak,2025-01-19
IK-06-01159,Z05,26.3,pełne,2025-08-20
IK-06-01159,Z13,45.9,pełne,2026-07-08
IK-06-01160,Z02,46.3,brak,2024-10-24
IK-06-01160,Z07,58.5,częściowe,2026-03-31
IK-06-01160,Z05,28.0,brak,2026-04-01
IK-06-01160,Z13,54.1,częściowe,2024-10-29
IK-06-01161,Z02,48.3,częściowe,2025-08-08
IK-06-01161,Z07,15.4,częściowe,2025-06-03
IK-06-01161,Z05,34.8,pełne,2026-02-27
IK-06-01161,Z13,65.7,pełne,2025-01-09
IK-06-01162,Z02,25.5,pełne,2025-01-24
IK-06-01162,Z07,35.5,brak,2024-12-18
IK-06-01162,Z05,53.3,pełne,2025-11-28
IK-06-01162,Z13,27.2,pełne,2025-01-03
IK-06-01163,Z02,22.5,częściowe,2026-02-06
IK-06-01163,Z07,49.3,brak,2025-10-06
IK-06-01163,Z05,46.2,częściowe,2025-09-11
IK-06-01163,Z13,65.5,częściowe,2025-05-17
IK-06-01164,Z02,21.3,brak,2025-06-29
IK-06-01164,Z07,23.8,częściowe,2024-11-03
IK-06-01164,Z05,66.3,częściowe,2026-02-17
IK-06-01164,Z13,59.6,częściowe,2025-03-24
IK-06-01165,Z02,63.1,częściowe,2025-09-18
IK-06-01165,Z07,51.5,częściowe,2026-06-09
IK-06-01165,Z05,34.0,brak,2024-12-23
IK-06-01165,Z13,43.9,częściowe,2025-12-08
IK-06-01166,Z02,47.9,częściowe,2026-07-13
IK-06-01166,Z07,48.6,częściowe,2025-05-01
IK-06-01166,Z05,27.5,pełne,2026-04-11
IK-06-01166,Z13,62.4,brak,2025-12-20
IK-06-01167,Z02,54.3,brak,2025-01-18
IK-06-01167,Z07,28.1,częściowe,2025-10-14
IK-06-01167,Z05,60.8,częściowe,2024-10-14
IK-06-01167,Z13,64.7,pełne,2026-03-08
IK-06-01168,Z02,88.6,brak,2025-01-23
IK-06-01168,Z07,23.4,pełne,2026-03-26
IK-06-01168,Z05,28.0,częściowe,2025-01-17
IK-06-01168,Z13,52.8,częściowe,2025-08-09
IK-06-01169,Z02,41.5,pełne,2025-11-27
IK-06-01169,Z07,23.3,częściowe,2025-03-04
IK-06-01169,Z05,66.5,brak,2025-06-14
IK-06-01169,Z13,33.3,brak,2025-07-11
IK-06-01170,Z02,83.1,pełne,2025-05-19
IK-06-01170,Z07,30.8,częściowe,2025-02-18
IK-06-01170,Z05,49.3,częściowe,2025-10-01
IK-06-01170,Z13,68.5,częściowe,2025-04-12
IK-06-01171,Z02,20.0,częściowe,2025-07-13
IK-06-01171,Z07,35.0,częściowe,2025-06-26
IK-06-01171,Z05,36.6,częściowe,2025-10-26
IK-06-01171,Z13,33.5,częściowe,2025-11-07
IK-06-01172,Z02,44.1,częściowe,2026-05-21
IK-06-01172,Z07,61.7,brak,2026-03-11
IK-06-01172,Z05,61.0,częściowe,2026-04-17
IK-06-01172,Z13,19.1,częściowe,2026-06-23
IK-06-01173,Z02,38.0,brak,2026-08-07
IK-06-01173,Z07,48.1,częściowe,2025-05-25
IK-06-01173,Z05,26.4,częściowe,2024-11-29
IK-06-01173,Z13,16.1,brak,2025-08-13
IK-06-01174,Z02,24.1,częściowe,2024-12-02
IK-06-01174,Z07,55.2,brak,2026-02-15
IK-06-01174,Z05,56.4,częściowe,2025-06-01
IK-06-01174,Z13,24.3,brak,2026-06-02
IK-06-01175,Z02,86.3,pełne,2025-09-24
IK-06-01175,Z07,58.3,pełne,2026-06-28
IK-06-01175,Z05,52.2,pełne,2025-07-18
IK-06-01175,Z13,31.2,częściowe,2025-04-25
IK-06-01176,Z02,79.6,brak,2026-05-05
IK-06-01176,Z07,19.9,częściowe,2025-11-03
IK-06-01176,Z05,25.8,częściowe,2025-08-01
IK-06-01176,Z13,49.1,brak,2026-06-30
IK-06-01177,Z02,59.2,częściowe,2024-10-13
IK-06-01177,Z07,52.7,brak,2024-10-24
IK-06-01177,Z05,62.2,pełne,2026-04-17
IK-06-01177,Z13,59.1,brak,2026-01-01
IK-06-01178,Z02,27.4,częściowe,2025-02-15
IK-06-01178,Z07,35.8,częściowe,2025-08-11
IK-06-01178,Z05,52.8,częściowe,2025-08-09
IK-06-01178,Z13,57.8,częściowe,2025-07-20
IK-06-01179,Z02,27.7,brak,2026-06-16
IK-06-01179,Z07,32.3,brak,2024-12-22
IK-06-01179,Z05,18.8,brak,2025-01-02
IK-06-01179,Z13,16.8,częściowe,2025-11-28
IK-06-01180,Z02,51.1,częściowe,2024-12-26
IK-06-01180,Z07,55.7,częściowe,2026-04-18
IK-06-01180,Z05,65.0,częściowe,2025-03-08
IK-06-01180,Z13,51.5,częściowe,2025-07-18
IK-06-01181,Z02,74.2,częściowe,2026-05-07
IK-06-01181,Z07,37.6,brak,2025-11-04
IK-06-01181,Z05,36.2,częściowe,2025-09-28
IK-06-01181,Z13,43.2,pełne,2025-06-24
IK-06-01182,Z02,65.0,częściowe,2025-10-18
IK-06-01182,Z07,54.2,częściowe,2025-03-25
IK-06-01182,Z05,64.8,brak,2026-01-28
IK-06-01182,Z13,65.5,pełne,2025-10-01
IK-06-01183,Z02,37.8,częściowe,2025-10-06
