node_id,operator_name,contact_point_registered,protection_plan_status,protection_plan_age_days,data_sharing_agreement,responsiveness_score,last_contact_test
IK-03-00777,Chmura Krajowa Sp. z o.o. (fikc.),1,zatwierdzony,1039,1,78.9,2026-05-12
IK-03-00778,Chmura Krajowa Sp. z o.o. (fikc.),0,brak,594,0,60.1,2025-06-27
IK-03-00779,Centrum Informatyki Państwowej (fikc.),1,zatwierdzony,1347,1,77.8,2026-01-16
IK-03-00780,Chmura Krajowa Sp. z o.o. (fikc.),0,zatwierdzony,876,0,26.2,2025-12-02
IK-03-00781,Centrum Informatyki Państwowej (fikc.),1,w aktualizacji,1084,1,49.5,2026-04-07
IK-03-00782,Centrum Informatyki Państwowej (fikc.),1,zatwierdzony,854,1,100,2026-07-29
IK-03-00783,Chmura Krajowa Sp. z o.o. (fikc.),1,zatwierdzony,1442,1,62.6,2026-01-03
IK-03-00785,Centrum Informatyki Państwowej (fikc.),1,brak,1027,1,69.1,2025-08-01
IK-03-00786,Centrum Informatyki Państwowej (fikc.),1,zatwierdzony,764,0,89.9,2025-07-10
IK-03-00787,Chmura Krajowa Sp. z o.o. (fikc.),1,brak,24,1,90.1,2026-04-22
IK-03-00788,Chmura Krajowa Sp. z o.o. (fikc.),0,brak,1151,0,46.9,2025-09-11
IK-03-00789,Chmura Krajowa Sp. z o.o. (fikc.),1,zatwierdzony,513,1,45.6,2026-02-02
IK-03-00790,Chmura Krajowa Sp. z o.o. (fikc.),1,w aktualizacji,1172,1,54.7,2025-12-07
IK-03-00791,Chmura Krajowa Sp. z o.o. (fikc.),1,brak,883,1,49.4,2026-05-13
IK-03-00792,Chmura Krajowa Sp. z o.o. (fikc.),0,brak,1397,0,43.5,2026-06-05
IK-03-00793,Chmura Krajowa Sp. z o.o. (fikc.),1,zatwierdzony,624,1,59.2,2026-01-10
IK-03-00794,Chmura Krajowa Sp. z o.o. (fikc.),1,w aktualizacji,246,1,83.3,2026-06-05
IK-03-00795,Centrum Informatyki Państwowej (fikc.),1,zatwierdzony,30,1,51.8,2025-12-13
IK-03-00796,Centrum Informatyki Państwowej (fikc.),1,w aktualizacji,847,0,3,2026-06-08
IK-03-00797,Centrum Informatyki Państwowej (fikc.),1,zatwierdzony,1120,1,100,2026-03-02
IK-03-00798,Chmura Krajowa Sp. z o.o. (fikc.),1,zatwierdzony,1499,1,73.0,2025-06-10
IK-03-00799,Chmura Krajowa Sp. z o.o. (fikc.),0,w aktualizacji,66,0,9.5,2026-01-14
IK-03-00800,Centrum Informatyki Państwowej (fikc.),1,zatwierdzony,27,1,86.5,2025-10-11
IK-03-00801,Chmura Krajowa Sp. z o.o. (fikc.),1,zatwierdzony,1462,0,20.7,2026-08-31
IK-03-00802,Centrum Informatyki Państwowej (fikc.),1,zatwierdzony,110,1,46.0,2025-09-16
IK-03-00804,Chmura Krajowa Sp. z o.o. (fikc.),1,brak,805,1,62.7,2026-05-20
IK-03-00805,Chmura Krajowa Sp. z o.o. (fikc.),1,zatwierdzony,668,1,86.3,2026-08-17
IK-03-00806,Centrum Informatyki Państwowej (fikc.),1,w aktualizacji,356,0,5.2,2025-11-27
IK-03-00807,Centrum Informatyki Państwowej (fikc.),1,zatwierdzony,129,1,43.9,2026-06-13
IK-03-00808,Centrum Informatyki Państwowej (fikc.),0,brak,1376,0,13.3,2025-08-13
IK-03-00810,Chmura Krajowa Sp. z o.o. (fikc.),0,brak,233,0,31.2,2026-07-01
IK-03-00811,Chmura Krajowa Sp. z o.o. (fikc.),1,brak,628,1,52.1,2026-03-28
IK-03-00812,Chmura Krajowa Sp. z o.o. (fikc.),1,zatwierdzony,982,1,33.4,2026-08-20
IK-03-00814,Centrum Informatyki Państwowej (fikc.),1,brak,708,0,30.5,2026-04-16
IK-03-00815,Centrum Informatyki Państwowej (fikc.),1,w aktualizacji,248,1,92.8,2026-05-02
IK-03-00816,Chmura Krajowa Sp. z o.o. (fikc.),1,zatwierdzony,320,1,82.4,2025-06-10
IK-03-00817,Chmura Krajowa Sp. z o.o. (fikc.),1,zatwierdzony,597,1,82.4,2025-10-30
IK-03-00819,Chmura Krajowa Sp. z o.o. (fikc.),1,zatwierdzony,188,1,82.9,2025-11-29
IK-03-00820,Centrum Informatyki Państwowej (fikc.),1,zatwierdzony,61,1,73.9,2025-07-21
IK-03-00822,Chmura Krajowa Sp. z o.o. (fikc.),1,w aktualizacji,1489,1,69.5,2026-01-30
IK-03-00823,Centrum Informatyki Państwowej (fikc.),0,brak,991,0,50.8,2025-08-23
IK-03-00824,Centrum Informatyki Państwowej (fikc.),1,brak,1042,0,47.1,2026-06-15
IK-03-00825,Chmura Krajowa Sp. z o.o. (fikc.),1,zatwierdzony,390,1,72.6,2025-07-26
IK-03-00826,Chmura Krajowa Sp. z o.o. (fikc.),1,w aktualizacji,871,1,81.4,2026-03-24
IK-03-00827,Chmura Krajowa Sp. z o.o. (fikc.),1,zatwierdzony,458,1,70.0,2026-01-28
IK-03-00829,Centrum Informatyki Państwowej (fikc.),1,w aktualizacji,270,1,69.2,2025-07-08
IK-03-00830,Centrum Informatyki Państwowej (fikc.),0,w aktualizacji,566,0,41.1,2025-09-29
IK-04-00832,Izba Rozliczeniowa (fikc.),1,w aktualizacji,396,1,79.1,2026-01-08
IK-04-00834,Izba Rozliczeniowa (fikc.),1,brak,584,1,82.4,2026-03-19
IK-04-00836,Bank Krajowy S.A. (fikc.),1,brak,1063,1,52.7,2026-06-11
IK-04-00839,Izba Rozliczeniowa (fikc.),1,zatwierdzony,1350,1,42.3,2025-08-08
IK-04-00840,Bank Regionalny S.A. (fikc.),1,zatwierdzony,659,1,84.4,2025-05-21
IK-04-00842,Izba Rozliczeniowa (fikc.),1,w aktualizacji,713,1,65.0,2026-07-04
IK-04-00845,Bank Krajowy S.A. (fikc.),1,zatwierdzony,566,1,67.6,2025-05-07
IK-04-00846,Bank Krajowy S.A. (fikc.),1,zatwierdzony,76,1,93.8,2026-03-19
IK-04-00847,Bank Regionalny S.A. (fikc.),1,zatwierdzony,122,1,51.5,2025-06-19
IK-04-00848,Bank Krajowy S.A. (fikc.),1,zatwierdzony,639,0,40.6,2026-04-23
IK-04-00849,Bank Regionalny S.A. (fikc.),0,w aktualizacji,179,0,3,2025-09-12
IK-04-00850,Bank Regionalny S.A. (fikc.),1,brak,569,1,76.6,2026-05-04
IK-04-00851,Bank Regionalny S.A. (fikc.),1,zatwierdzony,1076,1,85.9,2026-08-18
IK-04-00852,Bank Regionalny S.A. (fikc.),1,zatwierdzony,836,1,81.0,2025-12-03
IK-04-00853,Bank Regionalny S.A. (fikc.),1,brak,1078,0,33.8,2026-07-10
IK-04-00854,Bank Krajowy S.A. (fikc.),0,zatwierdzony,738,0,66.4,2026-08-30
IK-04-00855,Bank Regionalny S.A. (fikc.),1,zatwierdzony,1353,1,68.1,2025-12-29
IK-04-00856,Izba Rozliczeniowa (fikc.),1,zatwierdzony,1415,1,86.1,2026-04-08
IK-04-00857,Bank Krajowy S.A. (fikc.),1,w aktualizacji,243,0,50.8,2026-05-28
IK-04-00860,Izba Rozliczeniowa (fikc.),0,brak,795,0,36.0,2025-12-02
IK-04-00861,Bank Krajowy S.A. (fikc.),0,zatwierdzony,1180,0,59.1,2026-02-06
IK-04-00862,Izba Rozliczeniowa (fikc.),0,zatwierdzony,565,0,45.9,2026-01-01
IK-04-00863,Bank Krajowy S.A. (fikc.),1,w aktualizacji,964,0,47.3,2026-02-28
IK-04-00864,Bank Krajowy S.A. (fikc.),1,zatwierdzony,1128,1,72.0,2026-07-26
IK-04-00866,Bank Krajowy S.A. (fikc.),0,w aktualizacji,1359,0,17.9,2025-11-05
IK-04-00867,Bank Regionalny S.A. (fikc.),1,zatwierdzony,1464,1,50.0,2026-01-02
IK-04-00868,Bank Krajowy S.A. (fikc.),0,w aktualizacji,1390,0,33.3,2026-01-16
IK-04-00869,Bank Regionalny S.A. (fikc.),0,w aktualizacji,659,0,31.5,2026-08-25
IK-04-00870,Bank Regionalny S.A. (fikc.),1,w aktualizacji,794,1,86.9,2026-01-11
IK-04-00871,Izba Rozliczeniowa (fikc.),0,brak,958,0,73.5,2025-12-17
IK-04-00872,Bank Krajowy S.A. (fikc.),0,brak,274,1,59.6,2026-05-07
IK-04-00873,Bank Regionalny S.A. (fikc.),1,w aktualizacji,168,1,76.0,2026-06-18
IK-04-00875,Bank Regionalny S.A. (fikc.),1,zatwierdzony,1134,1,53.7,2026-04-01
IK-04-00877,Izba Rozliczeniowa (fikc.),0,brak,1000,0,8.9,2026-01-28
IK-04-00879,Bank Krajowy S.A. (fikc.),1,zatwierdzony,902,1,58.9,2025-10-20
IK-04-00880,Izba Rozliczeniowa (fikc.),0,w aktualizacji,98,0,35.2,2025-04-29
IK-04-00881,Izba Rozliczeniowa (fikc.),1,w aktualizacji,999,0,49.8,2025-07-31
IK-04-00883,Izba Rozliczeniowa (fikc.),1,w aktualizacji,633,0,3,2026-03-27
IK-04-00884,Bank Krajowy S.A. (fikc.),1,w aktualizacji,521,1,55.8,2026-05-24
IK-04-00885,Bank Regionalny S.A. (fikc.),1,w aktualizacji,1278,1,72.0,2026-03-16
IK-04-00886,Izba Rozliczeniowa (fikc.),1,zatwierdzony,1014,1,66.0,2026-09-06
IK-04-00887,Bank Krajowy S.A. (fikc.),1,zatwierdzony,1320,1,85.5,2025-10-06
IK-04-00892,Izba Rozliczeniowa (fikc.),1,brak,1434,0,25.2,2026-07-17
IK-04-00893,Bank Krajowy S.A. (fikc.),0,brak,964,0,64.0,2025-12-13
IK-04-00896,Izba Rozliczeniowa (fikc.),1,zatwierdzony,1213,0,8.4,2025-05-21
IK-04-00903,Bank Regionalny S.A. (fikc.),1,zatwierdzony,1162,1,76.8,2026-07-22
IK-04-00904,Bank Krajowy S.A. (fikc.),0,zatwierdzony,1443,0,44.5,2025-06-02
IK-04-00906,Izba Rozliczeniowa (fikc.),0,brak,951,0,28.0,2025-12-17
IK-04-00909,Izba Rozliczeniowa (fikc.),1,zatwierdzony,1284,1,69.3,2025-06-17
IK-04-00912,Izba Rozliczeniowa (fikc.),1,w aktualizacji,114,1,67.3,2026-06-02
IK-04-00914,Izba Rozliczeniowa (fikc.),0,brak,970,0,42.8,2025-10-04
IK-05-00923,Agencja Rezerw (fikc.),1,brak,1349,1,68.1,2026-02-10
IK-05-00924,Sieć Chłodni Polska (fikc.),0,w aktualizacji,1014,0,26.8,2026-06-01
IK-05-00925,Spółdzielnia Spożywcza (fikc.),1,brak,1414,0,16.5,2025-12-18
IK-05-00926,Sieć Chłodni Polska (fikc.),0,brak,1344,0,46.7,2026-01-12
IK-05-00927,Spółdzielnia Spożywcza (fikc.),1,zatwierdzony,507,1,47.9,2026-01-08
IK-05-00928,Sieć Chłodni Polska (fikc.),0,zatwierdzony,1233,1,72.7,2026-07-24
IK-05-00929,Spółdzielnia Spożywcza (fikc.),1,zatwierdzony,340,1,42.5,2025-09-10
IK-05-00930,Agencja Rezerw (fikc.),1,zatwierdzony,1473,1,68.1,2025-10-07
IK-05-00931,Sieć Chłodni Polska (fikc.),1,w aktualizacji,653,1,52.0,2026-06-07
IK-05-00932,Spółdzielnia Spożywcza (fikc.),1,zatwierdzony,49,1,74.0,2026-03-22
IK-05-00933,Sieć Chłodni Polska (fikc.),1,zatwierdzony,1244,1,48.3,2025-12-19
IK-05-00935,Sieć Chłodni Polska (fikc.),0,w aktualizacji,1439,1,62.9,2026-01-20
IK-05-00936,Sieć Chłodni Polska (fikc.),0,w aktualizacji,955,0,30.4,2026-08-07
IK-05-00937,Spółdzielnia Spożywcza (fikc.),0,zatwierdzony,699,1,73.0,2026-01-29
IK-05-00938,Agencja Rezerw (fikc.),1,zatwierdzony,138,1,65.8,2025-08-24
IK-05-00940,Spółdzielnia Spożywcza (fikc.),1,zatwierdzony,74,1,75.6,2025-11-20
IK-05-00941,Sieć Chłodni Polska (fikc.),1,brak,526,1,35.6,2026-09-04
IK-05-00942,Spółdzielnia Spożywcza (fikc.),1,w aktualizacji,928,1,65.2,2025-10-01
IK-05-00943,Spółdzielnia Spożywcza (fikc.),1,zatwierdzony,1404,1,56.0,2026-03-19
IK-05-00944,Sieć Chłodni Polska (fikc.),1,zatwierdzony,150,1,70.9,2026-05-27
IK-05-00945,Spółdzielnia Spożywcza (fikc.),0,w aktualizacji,152,0,12.2,2026-07-07
IK-05-00946,Agencja Rezerw (fikc.),1,zatwierdzony,1136,1,78.9,2026-01-07
IK-05-00947,Agencja Rezerw (fikc.),1,zatwierdzony,334,1,44.5,2025-07-21
IK-05-00950,Agencja Rezerw (fikc.),1,zatwierdzony,869,1,29.0,2025-05-17
IK-05-00951,Spółdzielnia Spożywcza (fikc.),0,zatwierdzony,1425,0,20.5,2025-05-12
IK-05-00954,Agencja Rezerw (fikc.),0,w aktualizacji,314,1,47.7,2026-06-24
IK-05-00955,Sieć Chłodni Polska (fikc.),1,zatwierdzony,1494,1,74.0,2025-06-24
IK-05-00957,Sieć Chłodni Polska (fikc.),1,w aktualizacji,135,1,87.4,2026-08-29
IK-05-00960,Spółdzielnia Spożywcza (fikc.),0,w aktualizacji,1377,0,30.3,2025-10-05
IK-05-00963,Agencja Rezerw (fikc.),1,brak,968,1,62.8,2025-05-22
IK-05-00965,Agencja Rezerw (fikc.),1,w aktualizacji,262,0,26.2,2026-04-12
IK-05-00966,Sieć Chłodni Polska (fikc.),0,zatwierdzony,113,0,10.7,2025-09-18
IK-05-00968,Spółdzielnia Spożywcza (fikc.),0,brak,434,0,39.7,2025-09-12
IK-05-00977,Sieć Chłodni Polska (fikc.),1,brak,826,1,61.1,2026-05-10
IK-05-00978,Sieć Chłodni Polska (fikc.),0,brak,711,0,41.6,2025-06-19
IK-05-00979,Spółdzielnia Spożywcza (fikc.),1,w aktualizacji,932,0,55.9,2025-12-29
IK-05-00983,Spółdzielnia Spożywcza (fikc.),0,brak,58,0,35.5,2025-07-20
IK-05-00987,Spółdzielnia Spożywcza (fikc.),1,w aktualizacji,916,1,79.0,2025-07-29
IK-05-00989,Agencja Rezerw (fikc.),1,brak,1049,0,41.5,2026-03-16
IK-05-00993,Agencja Rezerw (fikc.),0,w aktualizacji,1406,0,19.7,2025-09-26
IK-05-00996,Sieć Chłodni Polska (fikc.),1,w aktualizacji,95,0,29.3,2026-05-14
IK-05-00997,Spółdzielnia Spożywcza (fikc.),1,w aktualizacji,1065,0,26.4,2025-11-02
IK-05-00998,Agencja Rezerw (fikc.),1,w aktualizacji,394,0,11.8,2026-03-22
IK-05-01003,Spółdzielnia Spożywcza (fikc.),0,zatwierdzony,1274,0,17.2,2025-11-02
IK-05-01007,Agencja Rezerw (fikc.),0,brak,1044,0,31.6,2025-11-22
IK-05-01009,Spółdzielnia Spożywcza (fikc.),1,brak,1031,0,48.5,2025-08-18
IK-05-01011,Spółdzielnia Spożywcza (fikc.),1,w aktualizacji,1066,0,13.2,2025-05-30
IK-05-01012,Spółdzielnia Spożywcza (fikc.),1,w aktualizacji,1341,1,75.8,2025-09-28
IK-05-01014,Agencja Rezerw (fikc.),0,w aktualizacji,540,0,23.4,2026-01-02
IK-05-01015,Sieć Chłodni Polska (fikc.),1,zatwierdzony,151,1,50.9,2025-05-08
IK-05-01016,Spółdzielnia Spożywcza (fikc.),1,w aktualizacji,777,0,63.1,2025-06-17
IK-05-01020,Agencja Rezerw (fikc.),0,zatwierdzony,933,0,44.4,2026-04-28
IK-05-01021,Sieć Chłodni Polska (fikc.),1,w aktualizacji,1323,0,31.4,2026-04-18
IK-05-01024,Spółdzielnia Spożywcza (fikc.),0,brak,693,0,59.7,2026-07-14
IK-05-01025,Agencja Rezerw (fikc.),0,w aktualizacji,735,1,68.5,2026-04-06
IK-05-01028,Spółdzielnia Spożywcza (fikc.),1,brak,1125,1,59.5,2026-03-19
IK-05-01032,Sieć Chłodni Polska (fikc.),1,zatwierdzony,296,0,22.2,2026-01-07
IK-05-01033,Sieć Chłodni Polska (fikc.),1,w aktualizacji,32,0,47.5,2025-12-19
IK-05-01034,Sieć Chłodni Polska (fikc.),1,zatwierdzony,233,1,96.3,2025-08-03
IK-05-01035,Sieć Chłodni Polska (fikc.),0,w aktualizacji,216,0,38.6,2025-11-26
IK-05-01036,Spółdzielnia Spożywcza (fikc.),0,w aktualizacji,812,0,39.6,2026-07-16
IK-05-01038,Agencja Rezerw (fikc.),0,brak,718,0,19.4,2025-09-15
IK-05-01041,Spółdzielnia Spożywcza (fikc.),1,zatwierdzony,153,1,49.2,2025-06-08
IK-05-01044,Spółdzielnia Spożywcza (fikc.),0,w aktualizacji,604,0,52.6,2025-09-14
IK-05-01046,Agencja Rezerw (fikc.),0,w aktualizacji,1151,0,35.7,2025-06-17
IK-05-01048,Spółdzielnia Spożywcza (fikc.),0,zatwierdzony,916,0,58.3,2025-05-17
IK-05-01051,Sieć Chłodni Polska (fikc.),1,w aktualizacji,194,1,65.5,2026-07-05
IK-05-01054,Spółdzielnia Spożywcza (fikc.),1,brak,1401,0,7.5,2025-12-18
IK-05-01058,Spółdzielnia Spożywcza (fikc.),0,zatwierdzony,425,1,58.3,2025-07-17
IK-06-01061,Wodociągi Miejskie (fikc.),0,zatwierdzony,826,1,100,2025-09-14
IK-06-01063,Zakład Wodociągowy Gminny (fikc.),0,zatwierdzony,985,0,11.3,2026-03-17
IK-06-01064,Wodociągi Miejskie (fikc.),0,brak,875,0,10.2,2025-10-26
IK-06-01065,Zakład Wodociągowy Gminny (fikc.),1,zatwierdzony,245,1,54.3,2025-11-26
IK-06-01066,Zakład Wodociągowy Gminny (fikc.),0,zatwierdzony,1280,1,87.0,2026-05-26
IK-06-01067,Zakład Wodociągowy Gminny (fikc.),0,brak,30,0,9.6,2025-10-08
IK-06-01068,Zakład Wodociągowy Gminny (fikc.),1,zatwierdzony,1186,1,54.7,2025-08-24
IK-06-01070,Zakład Wodociągowy Gminny (fikc.),0,brak,760,0,36.2,2026-06-08
IK-06-01071,Zakład Wodociągowy Gminny (fikc.),1,zatwierdzony,833,1,46.8,2025-08-24
IK-06-01072,Zakład Wodociągowy Gminny (fikc.),0,brak,1365,0,41.5,2025-12-28
IK-06-01073,Zakład Wodociągowy Gminny (fikc.),1,zatwierdzony,233,0,37.2,2026-02-20
IK-06-01074,Wodociągi Miejskie (fikc.),1,zatwierdzony,527,1,72.8,2025-10-17
IK-06-01077,Zakład Wodociągowy Gminny (fikc.),1,zatwierdzony,617,0,11.1,2025-04-29
IK-06-01078,Wodociągi Miejskie (fikc.),1,w aktualizacji,705,1,35.9,2025-07-28
IK-06-01079,Wodociągi Miejskie (fikc.),1,zatwierdzony,1167,1,33.2,2025-07-08
IK-06-01080,Wodociągi Miejskie (fikc.),1,brak,874,1,34.3,2025-09-05
IK-06-01081,Wodociągi Miejskie (fikc.),1,zatwierdzony,545,1,37.7,2026-03-03
IK-06-01082,Wodociągi Miejskie (fikc.),1,w aktualizacji,336,1,74.0,2026-04-29
IK-06-01083,Zakład Wodociągowy Gminny (fikc.),1,w aktualizacji,462,0,44.3,2025-10-27
IK-06-01084,Zakład Wodociągowy Gminny (fikc.),0,zatwierdzony,407,1,74.1,2026-02-07
IK-06-01086,Zakład Wodociągowy Gminny (fikc.),1,zatwierdzony,756,1,90.9,2025-10-06
IK-06-01087,Wodociągi Miejskie (fikc.),1,zatwierdzony,213,1,69.2,2025-10-16
IK-06-01088,Wodociągi Miejskie (fikc.),1,zatwierdzony,682,1,56.7,2025-08-09
IK-06-01089,Zakład Wodociągowy Gminny (fikc.),1,zatwierdzony,109,1,49.3,2026-06-21
IK-06-01090,Wodociągi Miejskie (fikc.),1,zatwierdzony,339,1,66.1,2025-06-12
IK-06-01091,Wodociągi Miejskie (fikc.),0,brak,143,0,80.2,2025-09-05
IK-06-01092,Zakład Wodociągowy Gminny (fikc.),1,zatwierdzony,963,1,69.5,2026-01-08
IK-06-01096,Wodociągi Miejskie (fikc.),1,brak,1277,0,40.1,2025-12-18
IK-06-01097,Zakład Wodociągowy Gminny (fikc.),1,w aktualizacji,300,1,51.0,2026-08-13
IK-06-01099,Wodociągi Miejskie (fikc.),1,w aktualizacji,67,1,48.5,2025-10-12
IK-06-01100,Wodociągi Miejskie (fikc.),0,w aktualizacji,1045,0,28.1,2025-05-15
IK-06-01101,Zakład Wodociągowy Gminny (fikc.),0,brak,632,0,3,2025-04-29
IK-06-01102,Zakład Wodociągowy Gminny (fikc.),1,brak,762,0,29.6,2025-09-22
IK-06-01103,Zakład Wodociągowy Gminny (fikc.),1,brak,1216,1,60.3,2025-09-08
IK-06-01104,Zakład Wodociągowy Gminny (fikc.),1,zatwierdzony,825,1,70.1,2026-06-03
IK-06-01105,Zakład Wodociągowy Gminny (fikc.),1,brak,497,1,60.3,2026-07-07
IK-06-01106,Wodociągi Miejskie (fikc.),1,zatwierdzony,873,1,99.7,2026-07-30
IK-06-01107,Wodociągi Miejskie (fikc.),0,zatwierdzony,944,0,41.7,2025-08-07
IK-06-01108,Zakład Wodociągowy Gminny (fikc.),1,zatwierdzony,51,1,57.5,2025-11-17
IK-06-01111,Wodociągi Miejskie (fikc.),1,brak,1145,0,6.6,2026-01-12
IK-06-01115,Wodociągi Miejskie (fikc.),0,zatwierdzony,476,1,71.3,2026-04-22
IK-06-01117,Zakład Wodociągowy Gminny (fikc.),1,zatwierdzony,984,1,86.1,2026-01-12
IK-06-01118,Wodociągi Miejskie (fikc.),1,zatwierdzony,721,1,88.7,2026-05-14
IK-06-01120,Zakład Wodociągowy Gminny (fikc.),1,zatwierdzony,714,1,45.7,2026-08-21
IK-06-01121,Wodociągi Miejskie (fikc.),1,zatwierdzony,1315,1,66.4,2025-10-24
IK-06-01124,Wodociągi Miejskie (fikc.),0,w aktualizacji,364,0,48.4,2025-11-28
IK-06-01125,Wodociągi Miejskie (fikc.),1,w aktualizacji,231,1,92.3,2026-08-19
IK-06-01126,Zakład Wodociągowy Gminny (fikc.),1,zatwierdzony,378,1,63.5,2026-02-01
IK-06-01129,Zakład Wodociągowy Gminny (fikc.),1,brak,256,0,29.4,2025-05-07
IK-06-01130,Zakład Wodociągowy Gminny (fikc.),0,brak,1461,0,32.3,2025-06-29
IK-06-01131,Wodociągi Miejskie (fikc.),1,brak,43,1,22.1,2025-07-25
IK-06-01133,Zakład Wodociągowy Gminny (fikc.),1,zatwierdzony,869,1,32.4,2026-01-17
IK-06-01134,Zakład Wodociągowy Gminny (fikc.),0,zatwierdzony,519,0,30.2,2025-09-26
IK-06-01135,Wodociągi Miejskie (fikc.),1,w aktualizacji,1106,1,78.6,2025-05-17
IK-06-01137,Zakład Wodociągowy Gminny (fikc.),1,w aktualizacji,371,1,65.7,2026-06-11
IK-06-01138,Zakład Wodociągowy Gminny (fikc.),0,brak,786,0,11.2,2025-12-20
IK-06-01140,Zakład Wodociągowy Gminny (fikc.),1,w aktualizacji,367,1,60.3,2026-05-01
IK-06-01142,Zakład Wodociągowy Gminny (fikc.),1,w aktualizacji,679,0,30.4,2025-08-28
IK-06-01143,Wodociągi Miejskie (fikc.),1,zatwierdzony,1144,1,47.5,2025-12-17
IK-06-01144,Zakład Wodociągowy Gminny (fikc.),0,zatwierdzony,508,0,51.8,2025-05-07
IK-06-01145,Wodociągi Miejskie (fikc.),1,zatwierdzony,638,1,44.8,2026-08-08
IK-06-01146,Wodociągi Miejskie (fikc.),1,zatwierdzony,1261,0,44.7,2025-11-22
IK-06-01147,Zakład Wodociągowy Gminny (fikc.),1,w aktualizacji,1038,0,7.1,2025-04-28
IK-06-01148,Wodociągi Miejskie (fikc.),1,w aktualizacji,790,1,75.9,2025-07-31
IK-06-01149,Zakład Wodociągowy Gminny (fikc.),1,w aktualizacji,285,1,81.5,2025-09-03
IK-06-01150,Wodociągi Miejskie (fikc.),1,zatwierdzony,149,1,66.3,2025-12-31
IK-06-01151,Wodociągi Miejskie (fikc.),1,zatwierdzony,897,1,58.0,2026-08-12
IK-06-01152,Wodociągi Miejskie (fikc.),0,brak,204,0,25.4,2025-06-01
IK-06-01153,Wodociągi Miejskie (fikc.),1,w aktualizacji,180,1,54.6,2026-06-08
IK-06-01154,Zakład Wodociągowy Gminny (fikc.),1,w aktualizacji,760,1,94.0,2026-06-02
IK-06-01155,Wodociągi Miejskie (fikc.),1,zatwierdzony,1207,1,48.4,2025-11-08
IK-06-01158,Zakład Wodociągowy Gminny (fikc.),0,zatwierdzony,366,1,67.8,2026-06-22
IK-06-01159,Wodociągi Miejskie (fikc.),1,w aktualizacji,273,0,38.2,2025-12-07
IK-06-01160,Zakład Wodociągowy Gminny (fikc.),1,w aktualizacji,507,1,45.0,2026-03-17
IK-06-01161,Zakład Wodociągowy Gminny (fikc.),1,zatwierdzony,430,1,86.3,2026-06-10
IK-06-01163,Wodociągi Miejskie (fikc.),1,brak,303,1,50.7,2025-12-28
IK-06-01165,Zakład Wodociągowy Gminny (fikc.),0,brak,101,0,61.8,2026-07-27
IK-06-01166,Zakład Wodociągowy Gminny (fikc.),1,zatwierdzony,540,1,51.7,2025-05-07
IK-06-01168,Zakład Wodociągowy Gminny (fikc.),1,zatwierdzony,329,1,99.6,2025-09-29
IK-06-01169,Wodociągi Miejskie (fikc.),0,brak,1025,0,38.6,2025-08-14
IK-06-01170,Wodociągi Miejskie (fikc.),1,w aktualizacji,1062,1,34.9,2025-10-24
IK-06-01171,Wodociągi Miejskie (fikc.),1,zatwierdzony,548,1,79.8,2025-12-10
IK-06-01174,Zakład Wodociągowy Gminny (fikc.),1,w aktualizacji,485,0,52.3,2026-03-09
IK-06-01175,Zakład Wodociągowy Gminny (fikc.),1,zatwierdzony,1200,1,40.9,2025-11-16
IK-06-01176,Wodociągi Miejskie (fikc.),1,w aktualizacji,299,1,68.2,2025-12-15
IK-06-01177,Wodociągi Miejskie (fikc.),1,brak,390,1,46.6,2026-04-11
IK-06-01179,Zakład Wodociągowy Gminny (fikc.),1,zatwierdzony,353,1,73.7,2026-05-19
IK-06-01180,Wodociągi Miejskie (fikc.),1,zatwierdzony,1440,0,64.6,2026-04-06
IK-06-01181,Zakład Wodociągowy Gminny (fikc.),1,brak,456,0,38.2,2025-04-29
IK-06-01182,Wodociągi Miejskie (fikc.),1,zatwierdzony,180,1,66.0,2025-12-16
IK-06-01183,Zakład Wodociągowy Gminny (fikc.),1,w aktualizacji,559,1,61.9,2025-07-17
IK-06-01184,Zakład Wodociągowy Gminny (fikc.),1,zatwierdzony,617,1,64.3,2025-12-15
IK-06-01185,Wodociągi Miejskie (fikc.),1,w aktualizacji,831,0,49.0,2026-08-30
IK-06-01186,Wodociągi Miejskie (fikc.),1,w aktualizacji,935,1,22.7,2025-08-04
IK-06-01187,Zakład Wodociągowy Gminny (fikc.),1,w aktualizacji,1017,1,56.5,2025-09-06
IK-06-01188,Zakład Wodociągowy Gminny (fikc.),1,w aktualizacji,873,1,67.5,2026-03-27
IK-06-01190,Wodociągi Miejskie (fikc.),1,zatwierdzony,186,1,74.8,2026-02-07
IK-06-01191,Zakład Wodociągowy Gminny (fikc.),0,zatwierdzony,894,0,42.9,2025-12-16
IK-06-01192,Wodociągi Miejskie (fikc.),1,zatwierdzony,22,1,68.9,2025-06-19
IK-06-01193,Zakład Wodociągowy Gminny (fikc.),1,brak,467,1,74.4,2026-02-05
IK-06-01194,Wodociągi Miejskie (fikc.),1,brak,939,1,100,2025-12-12
IK-06-01196,Wodociągi Miejskie (fikc.),1,zatwierdzony,381,1,64.8,2026-03-08
IK-06-01198,Zakład Wodociągowy Gminny (fikc.),1,zatwierdzony,871,1,42.7,2026-04-15
IK-06-01199,Wodociągi Miejskie (fikc.),1,brak,428,0,3,2026-05-20
IK-06-01200,Zakład Wodociągowy Gminny (fikc.),1,brak,763,0,48.6,2025-11-21
