edge_id,source_node_id,target_node_id,source_system,target_system,dependency_type,impact_share,lag_hours,redundancy_level,cross_voivodeship,contract_sla_hours,verified_in_exercise
E-003259,IK-01-00066,IK-07-01433,IK01,IK07,electricity,0.425,0.0,partial,0,4.1,1
E-003260,IK-01-00208,IK-07-01433,IK01,IK07,electricity,0.425,0.0,partial,0,6.0,0
E-003261,IK-06-01072,IK-07-01433,IK06,IK07,water,0.605,3.03,none,0,11.8,0
E-003262,IK-02-00461,IK-07-01433,IK02,IK07,telecom,0.346,1.03,none,0,6.7,1
E-003263,IK-08-01734,IK-07-01433,IK08,IK07,transport,0.273,6.4,none,0,6.2,0
E-003264,IK-01-00063,IK-07-01434,IK01,IK07,electricity,0.927,0.0,none,0,6.0,0
E-003265,IK-06-01142,IK-07-01434,IK06,IK07,water,0.519,3.3,none,0,9.1,0
E-003266,IK-02-00637,IK-07-01434,IK02,IK07,telecom,0.392,1.03,none,0,7.8,1
E-003267,IK-08-01807,IK-07-01434,IK08,IK07,transport,0.239,6.23,none,0,3.0,0
E-003268,IK-01-00190,IK-07-01435,IK01,IK07,electricity,0.949,0.0,none,0,8.6,1
E-003269,IK-06-01187,IK-07-01435,IK06,IK07,water,0.511,3.0,none,0,7.4,1
E-003270,IK-02-00585,IK-07-01435,IK02,IK07,telecom,0.172,1.36,partial,0,1.8,0
E-003271,IK-02-00453,IK-07-01435,IK02,IK07,telecom,0.172,1.21,partial,0,11.2,0
E-003272,IK-08-01723,IK-07-01435,IK08,IK07,transport,0.26,6.12,none,0,9.0,0
E-003273,IK-01-00073,IK-07-01436,IK01,IK07,electricity,0.91,0.0,none,0,8.6,0
E-003274,IK-06-01235,IK-07-01436,IK06,IK07,water,0.288,3.33,partial,0,10.8,1
E-003275,IK-06-01135,IK-07-01436,IK06,IK07,water,0.288,3.03,partial,0,13.9,0
E-003276,IK-02-00597,IK-07-01436,IK02,IK07,telecom,0.354,1.1,none,0,6.2,1
E-003277,IK-08-01620,IK-07-01436,IK08,IK07,transport,0.219,6.5,none,0,10.8,1
E-003278,IK-01-00195,IK-07-01437,IK01,IK07,electricity,0.432,0.0,partial,0,7.7,1
E-003279,IK-01-00124,IK-07-01437,IK01,IK07,electricity,0.432,0.0,partial,0,11.8,0
E-003280,IK-06-01139,IK-07-01437,IK06,IK07,water,0.575,3.16,none,0,6.1,1
E-003281,IK-02-00672,IK-07-01437,IK02,IK07,telecom,0.344,1.06,none,0,13.9,0
E-003282,IK-08-01714,IK-07-01437,IK08,IK07,transport,0.276,6.02,none,0,15.9,1
E-003283,IK-01-00143,IK-07-01438,IK01,IK07,electricity,0.403,0.0,partial,0,6.4,1
E-003284,IK-01-00111,IK-07-01438,IK01,IK07,electricity,0.403,0.0,partial,0,12.7,0
E-003285,IK-06-01240,IK-07-01438,IK06,IK07,water,0.586,3.1,none,0,5.9,1
E-003286,IK-02-00630,IK-07-01438,IK02,IK07,telecom,0.173,1.07,partial,0,5.1,0
E-003287,IK-02-00580,IK-07-01438,IK02,IK07,telecom,0.173,1.51,partial,0,13.5,1
E-003288,IK-08-01815,IK-07-01438,IK08,IK07,transport,0.125,6.36,partial,0,14.4,0
E-003289,IK-08-01728,IK-07-01438,IK08,IK07,transport,0.125,6.57,partial,0,12.2,0
E-003290,IK-01-00092,IK-07-01439,IK01,IK07,electricity,0.45,0.0,partial,0,2.7,0
E-003291,IK-01-00158,IK-07-01439,IK01,IK07,electricity,0.45,0.0,partial,0,1.0,0
E-003292,IK-06-01166,IK-07-01439,IK06,IK07,water,0.529,3.41,none,0,4.8,0
E-003293,IK-02-00664,IK-07-01439,IK02,IK07,telecom,0.435,1.6,none,0,6.6,0
E-003294,IK-08-01718,IK-07-01439,IK08,IK07,transport,0.275,6.14,none,0,4.4,0
E-003295,IK-01-00043,IK-07-01440,IK01,IK07,electricity,0.911,0.0,none,0,12.3,1
E-003296,IK-06-01085,IK-07-01440,IK06,IK07,water,0.564,3.33,none,0,12.2,0
E-003297,IK-02-00660,IK-07-01440,IK02,IK07,telecom,0.355,1.16,none,0,2.6,0
E-003298,IK-08-01803,IK-07-01440,IK08,IK07,transport,0.276,6.32,none,0,8.7,0
E-003299,IK-01-00102,IK-07-01441,IK01,IK07,electricity,0.452,0.0,partial,0,1.0,0
E-003300,IK-01-00096,IK-07-01441,IK01,IK07,electricity,0.452,0.0,partial,0,4.7,1
E-003301,IK-06-01196,IK-07-01441,IK06,IK07,water,0.582,3.09,none,0,8.6,1
E-003302,IK-02-00434,IK-07-01441,IK02,IK07,telecom,0.385,1.15,none,0,6.0,0
E-003303,IK-08-01812,IK-07-01441,IK08,IK07,transport,0.277,6.36,none,0,3.1,1
E-003304,IK-01-00096,IK-07-01442,IK01,IK07,electricity,0.927,0.0,none,0,11.4,0
E-003305,IK-06-01132,IK-07-01442,IK06,IK07,water,0.585,3.49,none,0,12.2,0
E-003306,IK-02-00516,IK-07-01442,IK02,IK07,telecom,0.398,1.07,none,0,4.1,1
E-003307,IK-08-01742,IK-07-01442,IK08,IK07,transport,0.254,6.34,none,0,8.9,0
E-003308,IK-01-00161,IK-07-01443,IK01,IK07,electricity,1.0,0.0,none,0,15.5,0
E-003309,IK-06-01212,IK-07-01443,IK06,IK07,water,0.607,3.52,none,0,10.9,0
E-003310,IK-02-00430,IK-07-01443,IK02,IK07,telecom,0.389,1.2,none,0,5.7,0
E-003311,IK-08-01677,IK-07-01443,IK08,IK07,transport,0.246,6.24,none,0,6.8,1
E-003312,IK-01-00101,IK-07-01444,IK01,IK07,electricity,0.482,0.0,partial,0,5.1,1
E-003313,IK-01-00147,IK-07-01444,IK01,IK07,electricity,0.482,0.0,partial,0,8.7,1
E-003314,IK-06-01094,IK-07-01444,IK06,IK07,water,0.544,3.58,none,0,13.0,0
E-003315,IK-02-00647,IK-07-01444,IK02,IK07,telecom,0.417,1.31,none,0,12.2,0
E-003316,IK-08-01745,IK-07-01444,IK08,IK07,transport,0.269,6.16,none,0,5.3,0
E-003317,IK-01-00088,IK-07-01445,IK01,IK07,electricity,0.897,0.0,none,0,11.3,1
E-003318,IK-06-01176,IK-07-01445,IK06,IK07,water,0.558,3.23,none,0,8.1,1
E-003319,IK-02-00671,IK-07-01445,IK02,IK07,telecom,0.382,1.35,none,0,1.0,1
E-003320,IK-08-01648,IK-07-01445,IK08,IK07,transport,0.137,6.43,partial,0,8.0,1
E-003321,IK-08-01626,IK-07-01445,IK08,IK07,transport,0.137,6.31,partial,0,8.7,0
E-003322,IK-01-00098,IK-07-01446,IK01,IK07,electricity,0.854,0.0,none,0,11.7,1
E-003323,IK-06-01125,IK-07-01446,IK06,IK07,water,0.595,3.09,none,0,2.4,1
E-003324,IK-02-00518,IK-07-01446,IK02,IK07,telecom,0.341,1.32,none,0,4.9,1
E-003325,IK-08-01706,IK-07-01446,IK08,IK07,transport,0.125,6.11,full,0,3.8,0
E-003326,IK-08-01702,IK-07-01446,IK08,IK07,transport,0.125,6.38,full,0,8.1,0
E-003327,IK-01-00109,IK-07-01447,IK01,IK07,electricity,0.908,0.0,none,0,1.0,0
E-003328,IK-06-01219,IK-07-01447,IK06,IK07,water,0.522,3.5,none,0,7.7,0
E-003329,IK-02-00549,IK-07-01447,IK02,IK07,telecom,0.388,1.06,none,0,6.1,1
E-003330,IK-08-01739,IK-07-01447,IK08,IK07,transport,0.214,6.29,none,0,7.9,1
E-003331,IK-01-00060,IK-07-01448,IK01,IK07,electricity,0.86,0.0,none,0,9.5,0
E-003332,IK-06-01079,IK-07-01448,IK06,IK07,water,0.542,3.28,none,0,9.5,0
E-003333,IK-02-00513,IK-07-01448,IK02,IK07,telecom,0.179,1.55,partial,0,5.8,1
E-003334,IK-02-00574,IK-07-01448,IK02,IK07,telecom,0.179,1.1,partial,0,9.7,1
E-003335,IK-08-01670,IK-07-01448,IK08,IK07,transport,0.25,6.54,none,0,11.1,0
E-003336,IK-01-00060,IK-07-01449,IK01,IK07,electricity,0.832,0.0,none,0,3.5,0
E-003337,IK-06-01079,IK-07-01449,IK06,IK07,water,0.468,3.27,none,0,1.0,1
E-003338,IK-02-00616,IK-07-01449,IK02,IK07,telecom,0.429,1.52,none,0,12.1,0
E-003339,IK-08-01773,IK-07-01449,IK08,IK07,transport,0.259,6.46,none,0,15.3,0
E-003340,IK-01-00231,IK-07-01450,IK01,IK07,electricity,0.847,0.0,none,0,1.0,0
E-003341,IK-06-01216,IK-07-01450,IK06,IK07,water,0.49,3.26,none,0,8.3,0
E-003342,IK-02-00483,IK-07-01450,IK02,IK07,telecom,0.21,1.4,partial,0,4.3,1
E-003343,IK-02-00498,IK-07-01450,IK02,IK07,telecom,0.21,1.25,partial,0,11.4,0
E-003344,IK-08-01619,IK-07-01450,IK08,IK07,transport,0.259,6.25,none,0,13.1,0
E-003345,IK-01-00190,IK-07-01451,IK01,IK07,electricity,0.949,0.0,none,0,3.2,1
E-003346,IK-06-01233,IK-07-01451,IK06,IK07,water,0.553,3.21,none,0,3.3,0
E-003347,IK-02-00585,IK-07-01451,IK02,IK07,telecom,0.19,1.58,partial,0,19.0,1
E-003348,IK-02-00453,IK-07-01451,IK02,IK07,telecom,0.19,1.5,partial,0,10.3,1
E-003349,IK-08-01723,IK-07-01451,IK08,IK07,transport,0.265,6.19,none,0,6.8,0
E-003350,IK-01-00221,IK-07-01452,IK01,IK07,electricity,0.921,0.0,none,0,5.9,1
E-003351,IK-06-01220,IK-07-01452,IK06,IK07,water,0.471,3.35,none,0,6.4,1
E-003352,IK-02-00567,IK-07-01452,IK02,IK07,telecom,0.176,1.51,partial,0,10.6,0
E-003353,IK-02-00573,IK-07-01452,IK02,IK07,telecom,0.176,1.54,partial,0,2.0,0
E-003354,IK-08-01712,IK-07-01452,IK08,IK07,transport,0.218,6.13,none,0,6.3,1
E-003355,IK-01-00218,IK-07-01453,IK01,IK07,electricity,0.824,0.0,none,0,9.7,0
E-003356,IK-06-01211,IK-07-01453,IK06,IK07,water,0.503,3.29,none,0,12.5,1
E-003357,IK-02-00568,IK-07-01453,IK02,IK07,telecom,0.214,1.49,partial,0,1.5,0
E-003358,IK-02-00605,IK-07-01453,IK02,IK07,telecom,0.214,1.59,partial,0,3.6,0
E-003359,IK-08-01757,IK-07-01453,IK08,IK07,transport,0.224,6.27,none,0,11.8,1
E-003360,IK-01-00059,IK-07-01454,IK01,IK07,electricity,0.424,0.0,partial,0,8.2,1
E-003361,IK-01-00058,IK-07-01454,IK01,IK07,electricity,0.424,0.0,partial,0,9.8,0
E-003362,IK-06-01086,IK-07-01454,IK06,IK07,water,0.594,3.59,none,0,4.3,0
E-003363,IK-02-00521,IK-07-01454,IK02,IK07,telecom,0.347,1.07,none,0,8.3,0
E-003364,IK-08-01698,IK-07-01454,IK08,IK07,transport,0.126,6.49,partial,0,1.0,0
E-003365,IK-08-01692,IK-07-01454,IK08,IK07,transport,0.126,6.06,partial,0,3.7,1
E-003366,IK-01-00093,IK-07-01455,IK01,IK07,electricity,0.499,0.0,partial,0,6.6,0
E-003367,IK-01-00092,IK-07-01455,IK01,IK07,electricity,0.499,0.0,partial,0,9.5,0
E-003368,IK-06-01193,IK-07-01455,IK06,IK07,water,0.532,3.47,none,0,12.5,0
E-003369,IK-02-00468,IK-07-01455,IK02,IK07,telecom,0.34,1.14,none,0,9.2,0
E-003370,IK-08-01667,IK-07-01455,IK08,IK07,transport,0.108,6.57,partial,0,12.0,1
E-003371,IK-08-01810,IK-07-01455,IK08,IK07,transport,0.108,6.38,partial,0,8.5,1
E-003372,IK-01-00235,IK-07-01456,IK01,IK07,electricity,0.426,0.0,partial,0,2.0,1
E-003373,IK-01-00192,IK-07-01456,IK01,IK07,electricity,0.426,0.0,partial,0,11.0,0
E-003374,IK-06-01119,IK-07-01456,IK06,IK07,water,0.275,3.23,partial,0,5.4,1
E-003375,IK-06-01126,IK-07-01456,IK06,IK07,water,0.275,3.49,partial,0,10.0,1
E-003376,IK-02-00651,IK-07-01456,IK02,IK07,telecom,0.428,1.41,none,0,4.5,0
E-003377,IK-08-01678,IK-07-01456,IK08,IK07,transport,0.109,6.28,partial,0,3.7,0
E-003378,IK-08-01723,IK-07-01456,IK08,IK07,transport,0.109,6.4,partial,0,7.8,0
E-003379,IK-01-00187,IK-07-01457,IK01,IK07,electricity,0.96,0.0,none,0,7.0,0
E-003380,IK-06-01220,IK-07-01457,IK06,IK07,water,0.49,3.26,none,0,10.0,0
E-003381,IK-02-00567,IK-07-01457,IK02,IK07,telecom,0.365,1.39,none,0,1.0,1
E-003382,IK-08-01712,IK-07-01457,IK08,IK07,transport,0.248,6.17,none,0,1.0,0
E-003383,IK-01-00070,IK-07-01458,IK01,IK07,electricity,0.426,0.0,partial,0,1.9,1
E-003384,IK-01-00199,IK-07-01458,IK01,IK07,electricity,0.426,0.0,partial,0,15.6,0
E-003385,IK-06-01177,IK-07-01458,IK06,IK07,water,0.507,3.09,none,0,8.4,0
E-003386,IK-02-00427,IK-07-01458,IK02,IK07,telecom,0.361,1.54,none,0,5.0,0
E-003387,IK-08-01756,IK-07-01458,IK08,IK07,transport,0.274,6.21,none,0,7.1,1
E-003388,IK-01-00190,IK-07-01459,IK01,IK07,electricity,0.497,0.0,partial,0,12.9,1
E-003389,IK-01-00169,IK-07-01459,IK01,IK07,electricity,0.497,0.0,partial,0,15.1,0
E-003390,IK-06-01233,IK-07-01459,IK06,IK07,water,0.582,3.56,none,0,7.7,1
E-003391,IK-02-00585,IK-07-01459,IK02,IK07,telecom,0.404,1.51,none,0,6.5,0
E-003392,IK-08-01723,IK-07-01459,IK08,IK07,transport,0.245,6.17,none,0,7.1,0
E-003393,IK-01-00205,IK-07-01460,IK01,IK07,electricity,0.438,0.0,partial,0,11.8,1
E-003394,IK-01-00148,IK-07-01460,IK01,IK07,electricity,0.438,0.0,partial,0,8.7,1
E-003395,IK-06-01146,IK-07-01460,IK06,IK07,water,0.482,3.26,none,0,6.3,0
E-003396,IK-02-00519,IK-07-01460,IK02,IK07,telecom,0.188,1.16,partial,0,6.6,0
E-003397,IK-02-00551,IK-07-01460,IK02,IK07,telecom,0.188,1.55,partial,0,15.3,1
E-003398,IK-08-01790,IK-07-01460,IK08,IK07,transport,0.261,6.22,none,0,1.0,0
E-003399,IK-01-00044,IK-07-01461,IK01,IK07,electricity,0.81,0.0,none,0,4.0,0
E-003400,IK-06-01222,IK-07-01461,IK06,IK07,water,0.557,3.08,none,0,12.3,0
E-003401,IK-02-00680,IK-07-01461,IK02,IK07,telecom,0.367,1.49,none,0,8.7,0
E-003402,IK-08-01664,IK-07-01461,IK08,IK07,transport,0.225,6.46,none,0,9.6,1
E-003403,IK-01-00160,IK-07-01462,IK01,IK07,electricity,1.0,0.0,none,0,9.4,1
E-003404,IK-06-01122,IK-07-01462,IK06,IK07,water,0.556,3.27,none,0,12.7,0
E-003405,IK-02-00674,IK-07-01462,IK02,IK07,telecom,0.398,1.02,none,0,1.2,0
E-003406,IK-08-01717,IK-07-01462,IK08,IK07,transport,0.277,6.47,none,0,13.0,0
E-003407,IK-01-00218,IK-07-01463,IK01,IK07,electricity,0.984,0.0,none,0,9.1,0
E-003408,IK-06-01221,IK-07-01463,IK06,IK07,water,0.571,3.18,none,0,6.9,1
E-003409,IK-02-00478,IK-07-01463,IK02,IK07,telecom,0.194,1.18,partial,0,10.5,0
E-003410,IK-02-00650,IK-07-01463,IK02,IK07,telecom,0.194,1.32,partial,0,14.4,0
E-003411,IK-08-01617,IK-07-01463,IK08,IK07,transport,0.263,6.44,none,0,6.2,0
E-003412,IK-01-00060,IK-07-01464,IK01,IK07,electricity,0.802,0.0,none,0,11.2,0
E-003413,IK-06-01191,IK-07-01464,IK06,IK07,water,0.557,3.1,none,0,9.2,1
E-003414,IK-02-00513,IK-07-01464,IK02,IK07,telecom,0.351,1.2,none,0,2.6,0
E-003415,IK-08-01670,IK-07-01464,IK08,IK07,transport,0.241,6.11,none,0,5.9,0
E-003416,IK-01-00129,IK-07-01465,IK01,IK07,electricity,0.473,0.0,partial,0,6.6,0
E-003417,IK-01-00098,IK-07-01465,IK01,IK07,electricity,0.473,0.0,partial,0,8.9,0
E-003418,IK-06-01136,IK-07-01465,IK06,IK07,water,0.545,3.25,none,0,3.9,0
E-003419,IK-02-00545,IK-07-01465,IK02,IK07,telecom,0.386,1.0,none,0,4.4,0
E-003420,IK-08-01706,IK-07-01465,IK08,IK07,transport,0.111,6.23,partial,0,5.4,0
E-003421,IK-08-01702,IK-07-01465,IK08,IK07,transport,0.111,6.03,partial,0,1.0,1
E-003422,IK-01-00225,IK-07-01466,IK01,IK07,electricity,0.979,0.0,none,0,10.3,0
E-003423,IK-06-01234,IK-07-01466,IK06,IK07,water,0.579,3.38,none,0,5.7,0
E-003424,IK-02-00594,IK-07-01466,IK02,IK07,telecom,0.425,1.35,none,0,2.6,1
E-003425,IK-08-01768,IK-07-01466,IK08,IK07,transport,0.273,6.39,none,0,5.7,0
E-003426,IK-01-00121,IK-07-01467,IK01,IK07,electricity,0.477,0.0,partial,0,9.1,1
E-003427,IK-01-00069,IK-07-01467,IK01,IK07,electricity,0.477,0.0,partial,0,11.6,1
E-003428,IK-06-01100,IK-07-01467,IK06,IK07,water,0.613,3.55,none,0,10.0,0
E-003429,IK-02-00643,IK-07-01467,IK02,IK07,telecom,0.223,1.57,partial,0,1.1,1
E-003430,IK-02-00621,IK-07-01467,IK02,IK07,telecom,0.223,1.57,partial,0,8.7,0
E-003431,IK-08-01721,IK-07-01467,IK08,IK07,transport,0.236,6.23,none,0,1.4,0
E-003432,IK-01-00060,IK-07-01468,IK01,IK07,electricity,0.505,0.0,partial,0,5.9,0
E-003433,IK-01-00167,IK-07-01468,IK01,IK07,electricity,0.505,0.0,partial,0,3.9,0
E-003434,IK-06-01162,IK-07-01468,IK06,IK07,water,0.581,3.1,none,0,3.9,0
E-003435,IK-02-00422,IK-07-01468,IK02,IK07,telecom,0.175,1.44,full,0,8.6,0
E-003436,IK-02-00579,IK-07-01468,IK02,IK07,telecom,0.175,1.44,full,0,9.8,0
E-003437,IK-08-01773,IK-07-01468,IK08,IK07,transport,0.243,6.52,none,0,6.6,0
E-003438,IK-01-00161,IK-07-01469,IK01,IK07,electricity,0.482,0.0,partial,0,20.6,0
E-003439,IK-01-00237,IK-07-01469,IK01,IK07,electricity,0.482,0.0,partial,0,10.4,0
E-003440,IK-06-01237,IK-07-01469,IK06,IK07,water,0.576,3.24,none,0,1.0,0
E-003441,IK-02-00430,IK-07-01469,IK02,IK07,telecom,0.173,1.22,partial,0,15.4,0
E-003442,IK-02-00428,IK-07-01469,IK02,IK07,telecom,0.173,1.59,partial,0,9.6,1
E-003443,IK-08-01677,IK-07-01469,IK08,IK07,transport,0.131,6.59,partial,0,9.3,0
E-003444,IK-08-01699,IK-07-01469,IK08,IK07,transport,0.131,6.05,partial,0,7.8,0
E-003445,IK-01-00163,IK-07-01470,IK01,IK07,electricity,0.944,0.0,none,0,3.5,0
E-003446,IK-06-01206,IK-07-01470,IK06,IK07,water,0.589,3.39,none,0,8.5,0
E-003447,IK-02-00551,IK-07-01470,IK02,IK07,telecom,0.172,1.08,partial,0,6.6,0
E-003448,IK-02-00519,IK-07-01470,IK02,IK07,telecom,0.172,1.2,partial,0,5.8,0
E-003449,IK-08-01805,IK-07-01470,IK08,IK07,transport,0.137,6.39,partial,0,3.4,0
E-003450,IK-08-01621,IK-07-01470,IK08,IK07,transport,0.137,6.17,partial,0,14.7,0
E-003451,IK-01-00164,IK-07-01471,IK01,IK07,electricity,0.481,0.0,partial,0,6.5,0
E-003452,IK-01-00166,IK-07-01471,IK01,IK07,electricity,0.481,0.0,partial,0,6.4,1
E-003453,IK-06-01152,IK-07-01471,IK06,IK07,water,0.578,3.48,none,0,8.0,0
E-003454,IK-02-00612,IK-07-01471,IK02,IK07,telecom,0.198,1.23,partial,0,6.2,1
E-003455,IK-02-00423,IK-07-01471,IK02,IK07,telecom,0.198,1.49,partial,0,16.7,0
E-003456,IK-08-01646,IK-07-01471,IK08,IK07,transport,0.215,6.21,none,0,9.2,1
E-003457,IK-01-00049,IK-07-01472,IK01,IK07,electricity,0.917,0.0,none,0,14.7,1
E-003458,IK-06-01140,IK-07-01472,IK06,IK07,water,0.507,3.08,none,0,5.8,0
E-003459,IK-02-00462,IK-07-01472,IK02,IK07,telecom,0.173,1.44,partial,0,9.8,1
E-003460,IK-02-00670,IK-07-01472,IK02,IK07,telecom,0.173,1.58,partial,0,4.4,0
E-003461,IK-08-01672,IK-07-01472,IK08,IK07,transport,0.235,6.28,none,0,5.6,1
E-003462,IK-01-00232,IK-07-01473,IK01,IK07,electricity,0.511,0.0,partial,0,10.2,0
E-003463,IK-01-00096,IK-07-01473,IK01,IK07,electricity,0.511,0.0,partial,0,10.2,0
E-003464,IK-06-01202,IK-07-01473,IK06,IK07,water,0.555,3.32,none,0,1.0,0
E-003465,IK-02-00447,IK-07-01473,IK02,IK07,telecom,0.368,1.08,none,0,5.9,1
E-003466,IK-08-01685,IK-07-01473,IK08,IK07,transport,0.219,6.05,none,0,3.0,1
E-003467,IK-01-00090,IK-07-01474,IK01,IK07,electricity,0.881,0.0,none,0,10.9,1
E-003468,IK-06-01209,IK-07-01474,IK06,IK07,water,0.569,3.19,none,0,6.9,0
E-003469,IK-02-00603,IK-07-01474,IK02,IK07,telecom,0.383,1.26,none,0,6.5,1
E-003470,IK-08-01651,IK-07-01474,IK08,IK07,transport,0.269,6.53,none,0,1.0,0
E-003471,IK-01-00071,IK-07-01475,IK01,IK07,electricity,0.916,0.0,none,0,10.8,0
E-003472,IK-06-01070,IK-07-01475,IK06,IK07,water,0.538,3.01,none,0,5.7,0
E-003473,IK-02-00590,IK-07-01475,IK02,IK07,telecom,0.345,1.58,none,0,5.3,0
E-003474,IK-08-01682,IK-07-01475,IK08,IK07,transport,0.232,6.52,none,0,11.3,1
E-003475,IK-01-00067,IK-07-01476,IK01,IK07,electricity,0.48,0.0,partial,0,8.3,0
E-003476,IK-01-00065,IK-07-01476,IK01,IK07,electricity,0.48,0.0,partial,0,12.5,0
E-003477,IK-06-01200,IK-07-01476,IK06,IK07,water,0.538,3.4,none,0,9.1,1
E-003478,IK-02-00571,IK-07-01476,IK02,IK07,telecom,0.408,1.4,none,0,10.8,0
E-003479,IK-08-01675,IK-07-01476,IK08,IK07,transport,0.241,6.08,none,0,6.3,1
E-003480,IK-01-00105,IK-07-01477,IK01,IK07,electricity,0.453,0.0,partial,0,4.2,0
E-003481,IK-01-00226,IK-07-01477,IK01,IK07,electricity,0.453,0.0,partial,0,5.5,0
E-003482,IK-06-01217,IK-07-01477,IK06,IK07,water,0.243,3.4,partial,0,10.2,1
E-003483,IK-06-01188,IK-07-01477,IK06,IK07,water,0.243,3.46,partial,0,5.4,0
E-003484,IK-02-00496,IK-07-01477,IK02,IK07,telecom,0.183,1.53,partial,0,8.2,1
E-003485,IK-02-00442,IK-07-01477,IK02,IK07,telecom,0.183,1.13,partial,0,13.2,0
E-003486,IK-08-01784,IK-07-01477,IK08,IK07,transport,0.232,6.57,none,0,12.6,0
E-003487,IK-01-00083,IK-07-01478,IK01,IK07,electricity,0.855,0.0,none,0,10.8,1
E-003488,IK-06-01229,IK-07-01478,IK06,IK07,water,0.488,3.55,none,0,11.5,0
E-003489,IK-02-00528,IK-07-01478,IK02,IK07,telecom,0.366,1.01,none,0,3.2,0
E-003490,IK-08-01693,IK-07-01478,IK08,IK07,transport,0.253,6.56,none,0,2.5,1
E-003491,IK-01-00122,IK-07-01479,IK01,IK07,electricity,0.507,0.0,partial,0,11.5,0
E-003492,IK-01-00129,IK-07-01479,IK01,IK07,electricity,0.507,0.0,partial,0,6.5,0
E-003493,IK-06-01083,IK-07-01479,IK06,IK07,water,0.498,3.26,none,0,12.2,0
E-003494,IK-02-00678,IK-07-01479,IK02,IK07,telecom,0.207,1.0,partial,0,4.5,1
E-003495,IK-02-00620,IK-07-01479,IK02,IK07,telecom,0.207,1.02,partial,0,8.9,0
E-003496,IK-08-01690,IK-07-01479,IK08,IK07,transport,0.116,6.1,partial,0,5.6,0
E-003497,IK-08-01686,IK-07-01479,IK08,IK07,transport,0.116,6.57,partial,0,3.1,0
E-003498,IK-01-00164,IK-07-01480,IK01,IK07,electricity,0.846,0.0,none,0,12.7,1
E-003499,IK-06-01152,IK-07-01480,IK06,IK07,water,0.522,3.38,none,0,12.4,0
E-003500,IK-02-00423,IK-07-01480,IK02,IK07,telecom,0.41,1.38,none,0,18.3,0
E-003501,IK-08-01689,IK-07-01480,IK08,IK07,transport,0.113,6.25,partial,0,8.6,1
E-003502,IK-08-01646,IK-07-01480,IK08,IK07,transport,0.113,6.27,partial,0,14.1,1
E-003503,IK-01-00221,IK-07-01481,IK01,IK07,electricity,0.806,0.0,none,0,6.5,1
E-003504,IK-06-01220,IK-07-01481,IK06,IK07,water,0.492,3.06,none,0,16.1,1
E-003505,IK-02-00573,IK-07-01481,IK02,IK07,telecom,0.186,1.47,full,0,14.8,1
E-003506,IK-02-00567,IK-07-01481,IK02,IK07,telecom,0.186,1.1,full,0,11.3,0
E-003507,IK-08-01712,IK-07-01481,IK08,IK07,transport,0.227,6.35,none,0,4.6,0
E-003508,IK-01-00182,IK-07-01482,IK01,IK07,electricity,0.783,0.0,none,0,6.1,0
E-003509,IK-06-01067,IK-07-01482,IK06,IK07,water,0.496,3.2,none,0,19.9,0
E-003510,IK-02-00447,IK-07-01482,IK02,IK07,telecom,0.218,1.53,partial,0,9.5,0
E-003511,IK-02-00638,IK-07-01482,IK02,IK07,telecom,0.218,1.05,partial,0,8.0,0
E-003512,IK-08-01787,IK-07-01482,IK08,IK07,transport,0.278,6.28,none,0,8.2,1
E-003513,IK-01-00185,IK-07-01483,IK01,IK07,electricity,0.953,0.0,none,0,15.9,0
E-003514,IK-06-01176,IK-07-01483,IK06,IK07,water,0.548,3.09,none,0,9.0,0
E-003515,IK-02-00458,IK-07-01483,IK02,IK07,telecom,0.388,1.11,none,0,3.8,0
E-003516,IK-08-01626,IK-07-01483,IK08,IK07,transport,0.214,6.15,none,0,3.6,0
E-003517,IK-01-00195,IK-07-01484,IK01,IK07,electricity,0.866,0.0,none,0,5.0,1
E-003518,IK-06-01102,IK-07-01484,IK06,IK07,water,0.285,3.46,partial,0,8.8,0
E-003519,IK-06-01139,IK-07-01484,IK06,IK07,water,0.285,3.59,partial,0,6.2,0
E-003520,IK-02-00564,IK-07-01484,IK02,IK07,telecom,0.368,1.04,none,0,11.7,1
E-003521,IK-08-01807,IK-07-01484,IK08,IK07,transport,0.278,6.32,none,0,6.8,0
E-003522,IK-01-00173,IK-07-01485,IK01,IK07,electricity,0.822,0.0,none,0,4.8,0
E-003523,IK-06-01230,IK-07-01485,IK06,IK07,water,0.248,3.48,partial,0,7.8,0
E-003524,IK-06-01185,IK-07-01485,IK06,IK07,water,0.248,3.47,partial,0,10.4,1
E-003525,IK-02-00429,IK-07-01485,IK02,IK07,telecom,0.348,1.35,none,0,15.1,0
E-003526,IK-08-01780,IK-07-01485,IK08,IK07,transport,0.271,6.58,none,0,9.0,1
E-003527,IK-01-00168,IK-07-01486,IK01,IK07,electricity,0.419,0.0,partial,0,9.9,0
E-003528,IK-01-00120,IK-07-01486,IK01,IK07,electricity,0.419,0.0,partial,0,3.8,1
E-003529,IK-06-01167,IK-07-01486,IK06,IK07,water,0.542,3.4,none,0,8.0,1
E-003530,IK-02-00572,IK-07-01486,IK02,IK07,telecom,0.405,1.49,none,0,3.4,1
E-003531,IK-08-01716,IK-07-01486,IK08,IK07,transport,0.127,6.26,partial,0,7.6,1
E-003532,IK-08-01750,IK-07-01486,IK08,IK07,transport,0.127,6.16,partial,0,7.9,0
