node_id,node_name,system_code,voivodeship_code,criticality_class,operator_name,protection_plan_status,responsiveness_score,population_served
IK-07-01399,szpital wielospecjalistyczny dolnośląskie-północny-06-01-01399,IK07,02,K1,Samodzielny Publiczny ZOZ (fikc.),zatwierdzony,62.4,132474
IK-07-01370,szpital wielospecjalistyczny warmińsko-mazurskie-miejski-05-04-01370,IK07,28,K1,Sieć Medyczna Vita (fikc.),,,132081
IK-06-01164,stacja uzdatniania wody zachodniopomorskie-centralny-16-03-01164,IK06,32,K2,Zakład Wodociągowy Gminny (fikc.),,,131538
IK-07-01378,szpital wielospecjalistyczny dolnośląskie-wschodni-02-03-01378,IK07,02,K2,Sieć Medyczna Vita (fikc.),,,131294
IK-08-01742,most/przeprawa krytyczna małopolskie-południowy-19-04-01742,IK08,12,K2,Kolej Krajowa S.A. (fikc.),brak,79.0,131102
IK-01-00275,elektrociepłownia świętokrzyskie-południowy-01-05-00275,IK01,26,K1,Paliwa Krajowe S.A. (fikc.),,,130702
IK-01-00117,GPZ 110/SN warmińsko-mazurskie-południowy-01-04-00117,IK01,28,K2,OSD Zachód (fikc.),brak,53.1,129208
IK-01-00045,GPZ 110/SN opolskie-południowy-07-06-00045,IK01,16,K2,OSD Południe (fikc.),,,127504
IK-01-00185,GPZ 110/SN opolskie-południowy-07-04-00185,IK01,16,K2,Paliwa Krajowe S.A. (fikc.),w aktualizacji,22.5,127416
IK-06-01152,stacja uzdatniania wody warmińsko-mazurskie-centralny-04-05-01152,IK06,28,K2,Wodociągi Miejskie (fikc.),brak,25.4,127123
IK-07-01592,bank krwi / magazyn farmaceutyczny opolskie-północny-12-01-01592,IK07,16,K2,Sieć Medyczna Vita (fikc.),brak,61.9,126950
IK-08-01710,most/przeprawa krytyczna warmińsko-mazurskie-centralny-16-03-01710,IK08,28,K2,Zarząd Dróg (fikc.),,,126524
IK-03-00747,węzeł sieci rządowej śląskie-zachodni-15-05-00747,IK03,24,K1,Chmura Krajowa Sp. z o.o. (fikc.),,,126405
IK-08-01733,most/przeprawa krytyczna świętokrzyskie-centralny-10-04-01733,IK08,26,K2,Zarząd Dróg (fikc.),,,126373
IK-08-01639,węzeł kolejowy małopolskie-wschodni-20-07-01639,IK08,12,K2,Zarząd Dróg (fikc.),w aktualizacji,40.8,124884
IK-06-01362,oczyszczalnia ścieków świętokrzyskie-zachodni-09-02-01362,IK06,26,K2,Zakład Wodociągowy Gminny (fikc.),,,123466
IK-08-01721,most/przeprawa krytyczna dolnośląskie-zachodni-27-07-01721,IK08,02,K2,Kolej Krajowa S.A. (fikc.),zatwierdzony,12.6,122937
IK-06-01350,oczyszczalnia ścieków mazowieckie-zachodni-03-04-01350,IK06,14,K2,Wodociągi Miejskie (fikc.),,,122930
IK-10-01993,węzeł teleinformatyczny urzędu dolnośląskie-północny-18-05-01993,IK10,02,K2,Urząd Gminy (fikc.),zatwierdzony,68.1,122776
IK-01-00292,elektrociepłownia lubuskie-miejski-11-03-00292,IK01,08,K2,Operator Przesyłowy S.A. (fikc.),w aktualizacji,27.8,121082
IK-06-01072,ujęcie wody świętokrzyskie-południowy-01-04-01072,IK06,26,K2,Zakład Wodociągowy Gminny (fikc.),brak,41.5,119959
IK-07-01503,szpital powiatowy wielkopolskie-południowy-25-03-01503,IK07,30,K2,Sieć Medyczna Vita (fikc.),brak,45.8,119779
IK-07-01493,szpital powiatowy kujawsko-pomorskie-centralny-16-04-01493,IK07,04,K2,Sieć Medyczna Vita (fikc.),,,119688
IK-08-01716,most/przeprawa krytyczna dolnośląskie-miejski-11-02-01716,IK08,02,K1,Kolej Krajowa S.A. (fikc.),w aktualizacji,27.5,119114
IK-08-01679,most/przeprawa krytyczna mazowieckie-zachodni-21-05-01679,IK08,14,K2,Kolej Krajowa S.A. (fikc.),brak,80.7,118156
IK-01-00235,GPZ 110/SN dolnośląskie-miejski-29-06-00235,IK01,02,K1,Paliwa Krajowe S.A. (fikc.),,,118111
IK-10-02025,węzeł teleinformatyczny urzędu świętokrzyskie-zachodni-09-06-02025,IK10,26,K2,Urząd Gminy (fikc.),brak,41.0,117548
IK-08-01782,centrum sterowania ruchem opolskie-północny-12-07-01782,IK08,16,K2,Zarząd Dróg (fikc.),,,117372
IK-03-00776,węzeł sieci rządowej kujawsko-pomorskie-północny-18-05-00776,IK03,04,K1,Chmura Krajowa Sp. z o.o. (fikc.),brak,47.3,117291
IK-08-01668,węzeł kolejowy podlaskie-zachodni-15-02-01668,IK08,20,K1,Kolej Krajowa S.A. (fikc.),brak,3.0,117272
IK-05-00939,magazyn rezerw strategicznych śląskie-centralny-34-01-00939,IK05,24,K2,Spółdzielnia Spożywcza (fikc.),,,116695
IK-05-00954,chłodnia składowa lubelskie-południowy-01-04-00954,IK05,06,K2,Agencja Rezerw (fikc.),w aktualizacji,47.7,116151
IK-01-00303,tłocznia gazu pomorskie-północny-18-03-00303,IK01,22,K1,OSD Południe (fikc.),w aktualizacji,43.1,115670
IK-01-00082,GPZ 110/SN dolnośląskie-zachodni-27-05-00082,IK01,02,K2,OSD Zachód (fikc.),w aktualizacji,10.3,115602
IK-09-01826,jednostka ratowniczo-gaśnicza PSP małopolskie-wschodni-08-06-01826,IK09,12,K2,Urząd Wojewódzki (fikc.),brak,17.5,115209
IK-09-01838,jednostka ratowniczo-gaśnicza PSP dolnośląskie-północny-30-05-01838,IK09,02,K2,Komenda Wojewódzka PSP (fikc.),w aktualizacji,73.1,114503
IK-08-01766,port morski/rzeczny pomorskie-zachodni-09-01-01766,IK08,22,K2,Porty Lotnicze (fikc.),,,114396
IK-06-01112,ujęcie wody mazowieckie-centralny-22-03-01112,IK06,14,K2,Zakład Wodociągowy Gminny (fikc.),,,113996
IK-05-00941,magazyn rezerw strategicznych lubelskie-wschodni-20-05-00941,IK05,06,K1,Sieć Chłodni Polska (fikc.),brak,35.6,112712
IK-03-00752,węzeł sieci rządowej dolnośląskie-zachodni-21-04-00752,IK03,02,K1,Centrum Informatyki Państwowej (fikc.),zatwierdzony,33.0,112665
IK-01-00239,GPZ 110/SN opolskie-miejski-05-06-00239,IK01,16,K1,Operator Przesyłowy S.A. (fikc.),brak,69.7,111483
IK-01-00093,GPZ 110/SN podkarpackie-północny-24-04-00093,IK01,18,K2,Operator Przesyłowy S.A. (fikc.),,,110395
IK-09-01841,jednostka ratowniczo-gaśnicza PSP podlaskie-wschodni-02-06-01841,IK09,20,K2,Komenda Wojewódzka PSP (fikc.),brak,53.1,109968
IK-01-00132,GPZ 110/SN opolskie-północny-06-03-00132,IK01,16,K2,OSD Południe (fikc.),brak,21.2,109370
IK-01-00181,GPZ 110/SN pomorskie-zachodni-09-02-00181,IK01,22,K2,OSD Południe (fikc.),brak,11.4,109113
IK-08-01698,most/przeprawa krytyczna podlaskie-centralny-10-01-01698,IK08,20,K2,Kolej Krajowa S.A. (fikc.),,,108667
IK-06-01225,stacja uzdatniania wody opolskie-północny-06-02-01225,IK06,16,K2,Wodociągi Miejskie (fikc.),,,108374
IK-09-01831,jednostka ratowniczo-gaśnicza PSP warmińsko-mazurskie-miejski-11-01-01831,IK09,28,K2,Komenda Wojewódzka PSP (fikc.),,,107004
IK-01-00119,GPZ 110/SN dolnośląskie-południowy-13-02-00119,IK01,02,K2,Operator Przesyłowy S.A. (fikc.),,,104882
IK-01-00064,GPZ 110/SN lubelskie-wschodni-20-03-00064,IK01,06,K1,Operator Przesyłowy S.A. (fikc.),zatwierdzony,78.6,104789
IK-08-01798,centrum sterowania ruchem podlaskie-centralny-10-02-01798,IK08,20,K2,Zarząd Dróg (fikc.),zatwierdzony,57.2,104567
IK-07-01457,szpital powiatowy opolskie-południowy-01-06-01457,IK07,16,K1,Samodzielny Publiczny ZOZ (fikc.),brak,32.7,104205
IK-01-00056,GPZ 110/SN opolskie-północny-06-01-00056,IK01,16,K2,Operator Przesyłowy S.A. (fikc.),brak,51.2,104119
IK-06-01178,stacja uzdatniania wody opolskie-północny-06-02-01178,IK06,16,K1,Zakład Wodociągowy Gminny (fikc.),,,103901
IK-08-01761,port morski/rzeczny pomorskie-południowy-01-05-01761,IK08,22,K2,Zarząd Dróg (fikc.),,,103888
IK-01-00291,elektrociepłownia dolnośląskie-centralny-22-03-00291,IK01,02,K2,Operator Przesyłowy S.A. (fikc.),,,102829
IK-02-00547,węzeł agregacyjny/RAN hub podkarpackie-miejski-05-06-00547,IK02,18,K2,Telko Alfa S.A. (fikc.),,,102549
IK-02-00671,węzeł agregacyjny/RAN hub opolskie-południowy-07-03-00671,IK02,16,K2,Telko Beta S.A. (fikc.),,,102332
IK-08-01687,most/przeprawa krytyczna dolnośląskie-wschodni-14-07-01687,IK08,02,K2,Zarząd Dróg (fikc.),,,100963
IK-06-01144,ujęcie wody opolskie-miejski-11-01-01144,IK06,16,K2,Zakład Wodociągowy Gminny (fikc.),zatwierdzony,51.8,99969
IK-06-01353,oczyszczalnia ścieków lubuskie-wschodni-02-05-01353,IK06,08,K2,Wodociągi Miejskie (fikc.),,,99493
IK-01-00072,GPZ 110/SN kujawsko-pomorskie-zachodni-15-04-00072,IK01,04,K2,Paliwa Krajowe S.A. (fikc.),zatwierdzony,36.4,99171
IK-01-00289,elektrociepłownia opolskie-zachodni-03-06-00289,IK01,16,K1,OSD Zachód (fikc.),,,98793
IK-07-01396,szpital wielospecjalistyczny dolnośląskie-wschodni-26-02-01396,IK07,02,K1,Szpital Wojewódzki (fikc.),zatwierdzony,84.0,98504
IK-06-01234,stacja uzdatniania wody dolnośląskie-miejski-23-04-01234,IK06,02,K2,Zakład Wodociągowy Gminny (fikc.),,,98233
IK-01-00161,GPZ 110/SN lubelskie-południowy-13-01-00161,IK01,06,K2,Operator Przesyłowy S.A. (fikc.),brak,59.2,97550
IK-09-01859,jednostka ratowniczo-gaśnicza PSP pomorskie-północny-18-01-01859,IK09,22,K2,Urząd Wojewódzki (fikc.),w aktualizacji,3.0,96638
IK-01-00277,elektrociepłownia dolnośląskie-południowy-07-03-00277,IK01,02,K2,OSD Zachód (fikc.),brak,26.0,95968
IK-06-01114,ujęcie wody wielkopolskie-wschodni-08-01-01114,IK06,30,K2,Zakład Wodociągowy Gminny (fikc.),,,95599
IK-08-01813,centrum sterowania ruchem zachodniopomorskie-miejski-17-05-01813,IK08,32,K2,Kolej Krajowa S.A. (fikc.),w aktualizacji,37.7,95097
IK-08-01719,most/przeprawa krytyczna opolskie-miejski-05-02-01719,IK08,16,K2,Porty Lotnicze (fikc.),brak,74.3,94812
IK-08-01741,most/przeprawa krytyczna zachodniopomorskie-miejski-11-01-01741,IK08,32,K2,Porty Lotnicze (fikc.),,,94785
IK-01-00139,GPZ 110/SN wielkopolskie-wschodni-20-06-00139,IK01,30,K2,OSD Południe (fikc.),,,93508
IK-01-00121,GPZ 110/SN dolnośląskie-zachodni-27-07-00121,IK01,02,K1,OSD Południe (fikc.),brak,86.2,92731
IK-01-00193,GPZ 110/SN dolnośląskie-zachodni-21-06-00193,IK01,02,K2,Paliwa Krajowe S.A. (fikc.),zatwierdzony,64.0,92353
IK-01-00151,GPZ 110/SN opolskie-wschodni-02-06-00151,IK01,16,K2,Gazoprzesył S.A. (fikc.),zatwierdzony,78.8,92326
IK-06-01200,stacja uzdatniania wody śląskie-wschodni-20-02-01200,IK06,24,K1,Zakład Wodociągowy Gminny (fikc.),brak,48.6,92094
IK-09-01846,jednostka ratowniczo-gaśnicza PSP zachodniopomorskie-miejski-11-01-01846,IK09,32,K1,Urząd Wojewódzki (fikc.),brak,73.9,92020
IK-06-01109,ujęcie wody kujawsko-pomorskie-zachodni-09-07-01109,IK06,04,K2,Zakład Wodociągowy Gminny (fikc.),,,91661
IK-01-00404,stacja redukcyjna gazu opolskie-miejski-05-01-00404,IK01,16,K1,OSD Zachód (fikc.),w aktualizacji,34.9,91580
IK-01-00123,GPZ 110/SN opolskie-miejski-05-03-00123,IK01,16,K1,Gazoprzesył S.A. (fikc.),brak,3.0,91558
IK-06-01193,stacja uzdatniania wody podkarpackie-wschodni-02-01-01193,IK06,18,K2,Zakład Wodociągowy Gminny (fikc.),brak,74.4,91289
IK-08-01812,centrum sterowania ruchem małopolskie-wschodni-02-04-01812,IK08,12,K2,Porty Lotnicze (fikc.),w aktualizacji,5.7,91236
IK-01-00105,GPZ 110/SN pomorskie-północny-06-05-00105,IK01,22,K2,Operator Przesyłowy S.A. (fikc.),,,90893
IK-08-01726,most/przeprawa krytyczna dolnośląskie-centralny-04-04-01726,IK08,02,K2,Kolej Krajowa S.A. (fikc.),,,90766
IK-07-01521,szpital powiatowy opolskie-centralny-04-06-01521,IK07,16,K2,Samodzielny Publiczny ZOZ (fikc.),w aktualizacji,24.9,90619
IK-01-00162,GPZ 110/SN dolnośląskie-wschodni-02-04-00162,IK01,02,K2,Gazoprzesył S.A. (fikc.),,,90265
IK-01-00298,elektrociepłownia podkarpackie-miejski-17-02-00298,IK01,18,K2,OSD Zachód (fikc.),,,89468
IK-08-01792,centrum sterowania ruchem warmińsko-mazurskie-wschodni-20-06-01792,IK08,28,K2,Porty Lotnicze (fikc.),,,89199
IK-08-01807,centrum sterowania ruchem zachodniopomorskie-północny-12-06-01807,IK08,32,K2,Zarząd Dróg (fikc.),,,88987
IK-01-00128,GPZ 110/SN wielkopolskie-wschodni-32-06-00128,IK01,30,K2,Operator Przesyłowy S.A. (fikc.),,,88549
IK-06-01194,stacja uzdatniania wody świętokrzyskie-wschodni-14-03-01194,IK06,26,K1,Wodociągi Miejskie (fikc.),brak,100.0,88511
IK-07-01495,szpital powiatowy lubuskie-zachodni-09-02-01495,IK07,08,K2,Szpital Wojewódzki (fikc.),,,87393
IK-06-01169,stacja uzdatniania wody zachodniopomorskie-północny-18-02-01169,IK06,32,K2,Wodociągi Miejskie (fikc.),brak,38.6,87100
IK-01-00143,GPZ 110/SN dolnośląskie-centralny-10-05-00143,IK01,02,K2,Operator Przesyłowy S.A. (fikc.),brak,52.7,86617
IK-01-00107,GPZ 110/SN kujawsko-pomorskie-południowy-07-04-00107,IK01,04,K2,OSD Zachód (fikc.),,,86135
IK-01-00127,GPZ 110/SN warmińsko-mazurskie-zachodni-15-06-00127,IK01,28,K1,OSD Południe (fikc.),brak,83.6,85915
IK-01-00042,GPZ 110/SN dolnośląskie-północny-18-04-00042,IK01,02,K2,Operator Przesyłowy S.A. (fikc.),zatwierdzony,16.9,85867
IK-01-00115,GPZ 110/SN zachodniopomorskie-miejski-17-03-00115,IK01,32,K2,OSD Zachód (fikc.),zatwierdzony,59.4,85699
IK-01-00236,GPZ 110/SN opolskie-zachodni-03-07-00236,IK01,16,K2,Gazoprzesył S.A. (fikc.),brak,25.9,85379
IK-01-00126,GPZ 110/SN opolskie-południowy-01-06-00126,IK01,16,K1,OSD Zachód (fikc.),brak,67.8,85254
IK-01-00061,GPZ 110/SN kujawsko-pomorskie-zachodni-09-06-00061,IK01,04,K2,Gazoprzesył S.A. (fikc.),zatwierdzony,43.8,84836
IK-06-01341,oczyszczalnia ścieków opolskie-południowy-07-01-01341,IK06,16,K2,Zakład Wodociągowy Gminny (fikc.),,,84782
IK-08-01781,centrum sterowania ruchem śląskie-centralny-34-06-01781,IK08,24,K2,Kolej Krajowa S.A. (fikc.),w aktualizacji,29.0,84429
IK-06-01241,stacja uzdatniania wody dolnośląskie-miejski-23-04-01241,IK06,02,K2,Zakład Wodociągowy Gminny (fikc.),w aktualizacji,46.2,84390
IK-06-01084,ujęcie wody łódzkie-wschodni-02-01-01084,IK06,10,K2,Zakład Wodociągowy Gminny (fikc.),zatwierdzony,74.1,84323
IK-07-01458,szpital powiatowy opolskie-południowy-01-07-01458,IK07,16,K2,Sieć Medyczna Vita (fikc.),brak,3.0,84124
IK-01-00392,stacja redukcyjna gazu mazowieckie-wschodni-02-03-00392,IK01,14,K2,Operator Przesyłowy S.A. (fikc.),w aktualizacji,13.2,84071
IK-01-00046,GPZ 110/SN łódzkie-wschodni-14-07-00046,IK01,10,K2,OSD Zachód (fikc.),brak,21.1,84064
IK-06-01185,stacja uzdatniania wody zachodniopomorskie-północny-18-01-01185,IK06,32,K1,Wodociągi Miejskie (fikc.),w aktualizacji,49.0,83354
IK-01-00184,GPZ 110/SN kujawsko-pomorskie-północny-18-02-00184,IK01,04,K2,Paliwa Krajowe S.A. (fikc.),,,83304
IK-01-00269,elektrociepłownia warmińsko-mazurskie-zachodni-21-05-00269,IK01,28,K1,Paliwa Krajowe S.A. (fikc.),,,83118
IK-07-01447,szpital powiatowy opolskie-zachodni-09-04-01447,IK07,16,K2,Sieć Medyczna Vita (fikc.),brak,82.2,83086
IK-08-01715,most/przeprawa krytyczna świętokrzyskie-miejski-11-03-01715,IK08,26,K2,Porty Lotnicze (fikc.),brak,28.2,82961
IK-06-01158,stacja uzdatniania wody lubelskie-miejski-11-05-01158,IK06,06,K1,Zakład Wodociągowy Gminny (fikc.),zatwierdzony,67.8,82913
IK-02-00633,węzeł agregacyjny/RAN hub opolskie-zachodni-03-04-00633,IK02,16,K2,Telko Gamma S.A. (fikc.),,,82777
IK-02-00614,węzeł agregacyjny/RAN hub opolskie-zachodni-03-07-00614,IK02,16,K2,Telko Alfa S.A. (fikc.),,,82705
IK-02-00667,węzeł agregacyjny/RAN hub opolskie-miejski-11-06-00667,IK02,16,K2,Telko Gamma S.A. (fikc.),w aktualizacji,20.3,82461
IK-07-01475,szpital powiatowy dolnośląskie-wschodni-08-01-01475,IK07,02,K2,Sieć Medyczna Vita (fikc.),,,82383
IK-07-01513,szpital powiatowy mazowieckie-północny-06-07-01513,IK07,14,K2,Sieć Medyczna Vita (fikc.),,,82212
IK-01-00202,GPZ 110/SN dolnośląskie-zachodni-27-02-00202,IK01,02,K2,OSD Zachód (fikc.),,,81890
IK-01-00155,GPZ 110/SN opolskie-zachodni-03-03-00155,IK01,16,K1,OSD Zachód (fikc.),brak,30.0,81818
IK-01-00175,GPZ 110/SN łódzkie-centralny-16-03-00175,IK01,10,K1,OSD Zachód (fikc.),brak,31.1,81365
IK-02-00486,węzeł agregacyjny/RAN hub lubuskie-wschodni-02-06-00486,IK02,08,K2,Telko Gamma S.A. (fikc.),w aktualizacji,46.9,81286
IK-07-01514,szpital powiatowy pomorskie-centralny-16-05-01514,IK07,22,K2,Samodzielny Publiczny ZOZ (fikc.),,,80945
IK-06-01091,ujęcie wody dolnośląskie-zachodni-09-04-01091,IK06,02,K2,Wodociągi Miejskie (fikc.),brak,80.2,80430
IK-01-00081,GPZ 110/SN opolskie-północny-06-05-00081,IK01,16,K2,Gazoprzesył S.A. (fikc.),,,80326
IK-11-02056,zakład dużego ryzyka (ZDR) dolnośląskie-centralny-16-02-02056,IK11,02,K1,Zakłady Chemiczne Wisła (fikc.),w aktualizacji,40.6,79909
IK-08-01736,most/przeprawa krytyczna podlaskie-centralny-16-01-01736,IK08,20,K2,Kolej Krajowa S.A. (fikc.),brak,29.1,79848
IK-09-01818,jednostka ratowniczo-gaśnicza PSP świętokrzyskie-zachodni-03-06-01818,IK09,26,K1,Komenda Wojewódzka PSP (fikc.),zatwierdzony,24.0,79743
IK-09-01855,jednostka ratowniczo-gaśnicza PSP lubuskie-zachodni-03-07-01855,IK09,08,K1,Komenda Wojewódzka PSP (fikc.),,,79669
IK-01-00402,stacja redukcyjna gazu dolnośląskie-wschodni-14-01-00402,IK01,02,K2,OSD Zachód (fikc.),,,79129
IK-07-01463,szpital powiatowy dolnośląskie-północny-12-07-01463,IK07,02,K2,Szpital Wojewódzki (fikc.),brak,100.0,79107
IK-01-00207,GPZ 110/SN śląskie-centralny-04-01-00207,IK01,24,K2,OSD Południe (fikc.),zatwierdzony,77.6,78930
IK-01-00091,GPZ 110/SN dolnośląskie-południowy-13-02-00091,IK01,02,K2,Gazoprzesył S.A. (fikc.),w aktualizacji,34.0,78656
IK-06-01165,stacja uzdatniania wody warmińsko-mazurskie-południowy-13-06-01165,IK06,28,K2,Zakład Wodociągowy Gminny (fikc.),brak,61.8,77724
IK-06-01174,stacja uzdatniania wody mazowieckie-południowy-31-03-01174,IK06,14,K2,Zakład Wodociągowy Gminny (fikc.),w aktualizacji,52.3,77583
IK-06-01229,stacja uzdatniania wody kujawsko-pomorskie-miejski-05-06-01229,IK06,04,K2,Wodociągi Miejskie (fikc.),brak,34.0,76770
IK-06-01216,stacja uzdatniania wody opolskie-północny-12-05-01216,IK06,16,K2,Wodociągi Miejskie (fikc.),brak,3.0,76555
IK-10-02026,węzeł teleinformatyczny urzędu śląskie-centralny-34-06-02026,IK10,24,K2,Starostwo Powiatowe (fikc.),,,76321
IK-07-01386,szpital wielospecjalistyczny śląskie-zachodni-15-02-01386,IK07,24,K1,Sieć Medyczna Vita (fikc.),brak,31.1,75750
IK-01-00274,elektrociepłownia zachodniopomorskie-południowy-07-03-00274,IK01,32,K2,Operator Przesyłowy S.A. (fikc.),,,75744
IK-01-00169,GPZ 110/SN dolnośląskie-północny-06-04-00169,IK01,02,K2,Operator Przesyłowy S.A. (fikc.),zatwierdzony,7.0,75692
IK-06-01191,stacja uzdatniania wody mazowieckie-południowy-25-02-01191,IK06,14,K2,Zakład Wodociągowy Gminny (fikc.),zatwierdzony,42.9,75501
IK-06-01096,ujęcie wody małopolskie-wschodni-08-01-01096,IK06,12,K2,Wodociągi Miejskie (fikc.),brak,40.1,75227
IK-08-01795,centrum sterowania ruchem dolnośląskie-wschodni-14-03-01795,IK08,02,K2,Zarząd Dróg (fikc.),,,74609
IK-02-00627,węzeł agregacyjny/RAN hub łódzkie-zachodni-21-05-00627,IK02,10,K2,Telko Gamma S.A. (fikc.),w aktualizacji,43.3,74580
IK-06-01237,stacja uzdatniania wody lubelskie-północny-18-01-01237,IK06,06,K2,Wodociągi Miejskie (fikc.),brak,73.1,74350
IK-08-01675,most/przeprawa krytyczna śląskie-południowy-07-06-01675,IK08,24,K2,Porty Lotnicze (fikc.),zatwierdzony,40.4,74177
IK-07-01404,szpital wielospecjalistyczny wielkopolskie-południowy-01-05-01404,IK07,30,K1,Samodzielny Publiczny ZOZ (fikc.),brak,67.2,73690
IK-11-02082,zakład zwiększonego ryzyka (ZZR) świętokrzyskie-zachodni-03-05-02082,IK11,26,K2,Agencja Materiałów Prom. (fikc.),,,73485
IK-08-01701,most/przeprawa krytyczna dolnośląskie-południowy-25-05-01701,IK08,02,K2,Zarząd Dróg (fikc.),brak,26.6,72010
IK-06-01180,stacja uzdatniania wody pomorskie-miejski-17-03-01180,IK06,22,K2,Wodociągi Miejskie (fikc.),zatwierdzony,64.6,71550
IK-06-01083,ujęcie wody lubuskie-centralny-04-03-01083,IK06,08,K2,Zakład Wodociągowy Gminny (fikc.),w aktualizacji,44.3,71363
IK-01-00100,GPZ 110/SN opolskie-południowy-01-06-00100,IK01,16,K1,Gazoprzesył S.A. (fikc.),brak,3.0,71186
IK-01-00204,GPZ 110/SN opolskie-wschodni-02-01-00204,IK01,16,K1,Operator Przesyłowy S.A. (fikc.),zatwierdzony,54.0,71067
IK-01-00218,GPZ 110/SN dolnośląskie-zachodni-15-03-00218,IK01,02,K2,Paliwa Krajowe S.A. (fikc.),zatwierdzony,64.1,70744
IK-06-01230,stacja uzdatniania wody zachodniopomorskie-wschodni-20-02-01230,IK06,32,K2,Wodociągi Miejskie (fikc.),zatwierdzony,85.4,70149
IK-02-00673,węzeł agregacyjny/RAN hub dolnośląskie-południowy-19-03-00673,IK02,02,K2,Telko Alfa S.A. (fikc.),zatwierdzony,16.7,69995
IK-01-00159,GPZ 110/SN dolnośląskie-zachodni-03-03-00159,IK01,02,K2,OSD Zachód (fikc.),brak,54.7,69489
IK-09-01824,jednostka ratowniczo-gaśnicza PSP opolskie-wschodni-08-06-01824,IK09,16,K1,Komenda Wojewódzka PSP (fikc.),zatwierdzony,22.7,69489
IK-08-01672,most/przeprawa krytyczna dolnośląskie-centralny-04-03-01672,IK08,02,K2,Kolej Krajowa S.A. (fikc.),w aktualizacji,9.2,68902
IK-08-01804,centrum sterowania ruchem lubuskie-zachodni-03-06-01804,IK08,08,K2,Kolej Krajowa S.A. (fikc.),brak,3.1,68862
IK-01-00273,elektrociepłownia zachodniopomorskie-południowy-13-02-00273,IK01,32,K2,OSD Zachód (fikc.),w aktualizacji,55.4,68467
IK-01-00288,elektrociepłownia warmińsko-mazurskie-zachodni-03-03-00288,IK01,28,K2,Gazoprzesył S.A. (fikc.),brak,4.4,68438
IK-09-01817,jednostka ratowniczo-gaśnicza PSP dolnośląskie-wschodni-14-03-01817,IK09,02,K2,Komenda Wojewódzka PSP (fikc.),,,68076
IK-06-01124,ujęcie wody pomorskie-zachodni-15-05-01124,IK06,22,K2,Wodociągi Miejskie (fikc.),w aktualizacji,48.4,68017
IK-01-00415,stacja redukcyjna gazu mazowieckie-południowy-01-05-00415,IK01,14,K2,OSD Południe (fikc.),brak,55.6,67979
IK-06-01224,stacja uzdatniania wody pomorskie-północny-06-05-01224,IK06,22,K2,Wodociągi Miejskie (fikc.),,,67668
IK-01-00157,GPZ 110/SN lubelskie-centralny-22-03-00157,IK01,06,K2,Paliwa Krajowe S.A. (fikc.),,,67449
IK-01-00309,tłocznia gazu opolskie-północny-12-06-00309,IK01,16,K1,Operator Przesyłowy S.A. (fikc.),brak,86.6,67381
IK-06-01103,ujęcie wody wielkopolskie-miejski-11-04-01103,IK06,30,K2,Zakład Wodociągowy Gminny (fikc.),brak,60.3,67275
IK-08-01740,most/przeprawa krytyczna zachodniopomorskie-zachodni-15-01-01740,IK08,32,K2,Porty Lotnicze (fikc.),zatwierdzony,80.3,66841
IK-08-01718,most/przeprawa krytyczna podkarpackie-wschodni-20-06-01718,IK08,18,K2,Zarząd Dróg (fikc.),,,66750
IK-06-01360,oczyszczalnia ścieków pomorskie-północny-06-03-01360,IK06,22,K2,Wodociągi Miejskie (fikc.),brak,72.5,66637
IK-09-01837,jednostka ratowniczo-gaśnicza PSP podlaskie-wschodni-14-04-01837,IK09,20,K2,Urząd Wojewódzki (fikc.),brak,56.8,66520
IK-09-01876,jednostka ratowniczo-gaśnicza PSP mazowieckie-centralny-16-06-01876,IK09,14,K2,Urząd Wojewódzki (fikc.),brak,70.8,66131
IK-11-02075,zakład dużego ryzyka (ZDR) opolskie-południowy-07-03-02075,IK11,16,K2,Zakłady Chemiczne Wisła (fikc.),,,65964
IK-06-01156,stacja uzdatniania wody podlaskie-południowy-07-06-01156,IK06,20,K1,Zakład Wodociągowy Gminny (fikc.),,,65779
IK-07-01432,szpital powiatowy kujawsko-pomorskie-miejski-05-07-01432,IK07,04,K2,Samodzielny Publiczny ZOZ (fikc.),brak,37.9,65685
IK-06-01181,stacja uzdatniania wody dolnośląskie-miejski-05-02-01181,IK06,02,K2,Zakład Wodociągowy Gminny (fikc.),brak,38.2,65607
IK-06-01157,stacja uzdatniania wody świętokrzyskie-wschodni-02-03-01157,IK06,26,K2,Zakład Wodociągowy Gminny (fikc.),,,65400
IK-06-01357,oczyszczalnia ścieków wielkopolskie-miejski-29-02-01357,IK06,30,K2,Wodociągi Miejskie (fikc.),w aktualizacji,19.2,65195
IK-01-00322,tłocznia gazu lubuskie-południowy-13-04-00322,IK01,08,K2,Operator Przesyłowy S.A. (fikc.),brak,9.2,64830
IK-11-02060,zakład dużego ryzyka (ZDR) śląskie-południowy-31-04-02060,IK11,24,K2,Agencja Materiałów Prom. (fikc.),brak,49.6,64691
IK-06-01227,stacja uzdatniania wody podlaskie-wschodni-14-01-01227,IK06,20,K1,Zakład Wodociągowy Gminny (fikc.),brak,9.3,64605
IK-01-00226,GPZ 110/SN pomorskie-centralny-10-04-00226,IK01,22,K1,Operator Przesyłowy S.A. (fikc.),,,64535
