node_id,node_name,system_code,system_group,node_type,voivodeship_code,gmina_code,criticality_class,cascade_nodes,cascade_max_wave,cascade_systems,cascade_population,cascade_gminas,cascade_k1_nodes,first_secondary_hour,cascade_index,cascade_tier
IK-01-00327,tłocznia gazu dolnośląskie-zachodni-15-01-00327,IK01,energy,tłocznia gazu,02,0215001,K2,0,0,0,3449,1,0,0.0,0.2,marginalny
IK-06-01107,ujęcie wody dolnośląskie-wschodni-20-01-01107,IK06,water,ujęcie wody,02,0220001,K2,0,0,0,3364,1,0,0.0,0.2,marginalny
IK-06-01103,ujęcie wody wielkopolskie-miejski-11-04-01103,IK06,water,ujęcie wody,30,3011004,K2,0,0,0,3443,1,0,0.0,0.2,marginalny
IK-01-00241,elektrownia systemowa małopolskie-wschodni-14-06-00241,IK01,energy,elektrownia systemowa,12,1214006,K1,0,0,0,3441,1,0,0.0,0.2,marginalny
IK-01-00255,elektrownia systemowa zachodniopomorskie-miejski-05-02-00255,IK01,energy,elektrownia systemowa,32,3205002,K1,0,0,0,3438,1,0,0.0,0.2,marginalny
IK-07-01516,szpital powiatowy dolnośląskie-zachodni-15-01-01516,IK07,health,szpital powiatowy,02,0215001,K3,0,0,0,3449,1,0,0.0,0.2,marginalny
IK-07-01426,szpital wielospecjalistyczny kujawsko-pomorskie-centralny-22-05-01426,IK07,health,szpital wielospecjalistyczny,04,0422005,K1,0,0,0,3202,1,0,0.0,0.19,marginalny
IK-07-01372,szpital wielospecjalistyczny opolskie-zachodni-09-01-01372,IK07,health,szpital wielospecjalistyczny,16,1609001,K1,0,0,0,3196,1,0,0.0,0.19,marginalny
IK-01-00344,magazyn/terminal paliw śląskie-północny-24-06-00344,IK01,energy,magazyn/terminal paliw,24,2424006,K2,0,0,0,2968,1,0,0.0,0.18,marginalny
IK-07-01546,centrum dializ lubelskie-południowy-01-06-01546,IK07,health,centrum dializ,06,0601006,K3,0,0,0,3078,1,0,0.0,0.18,marginalny
IK-01-00257,elektrownia systemowa dolnośląskie-północny-24-03-00257,IK01,energy,elektrownia systemowa,02,0224003,K2,0,0,0,3081,1,0,0.0,0.18,marginalny
IK-06-01358,oczyszczalnia ścieków dolnośląskie-północny-24-03-01358,IK06,water,oczyszczalnia ścieków,02,0224003,K3,0,0,0,3081,1,0,0.0,0.18,marginalny
IK-06-01260,przepompownia wody dolnośląskie-centralny-28-01-01260,IK06,water,przepompownia wody,02,0228001,K3,0,0,0,3025,1,0,0.0,0.18,marginalny
IK-07-01512,szpital powiatowy dolnośląskie-centralny-16-05-01512,IK07,health,szpital powiatowy,02,0216005,K3,0,0,0,3111,1,0,0.0,0.18,marginalny
IK-01-00276,elektrociepłownia łódzkie-miejski-05-03-00276,IK01,energy,elektrociepłownia,10,1005003,K2,0,0,0,2973,1,0,0.0,0.18,marginalny
IK-01-00029,stacja NN 400/220 kV dolnośląskie-centralny-16-05-00029,IK01,energy,stacja NN 400/220 kV,02,0216005,K1,0,0,0,3111,1,0,0.0,0.18,marginalny
IK-06-01257,przepompownia wody pomorskie-miejski-05-03-01257,IK06,water,przepompownia wody,22,2205003,K3,0,0,0,2848,1,0,0.0,0.17,marginalny
IK-06-01296,przepompownia wody opolskie-centralny-04-03-01296,IK06,water,przepompownia wody,16,1604003,K2,0,0,0,2812,1,0,0.0,0.17,marginalny
IK-01-00399,stacja redukcyjna gazu dolnośląskie-centralny-22-06-00399,IK01,energy,stacja redukcyjna gazu,02,0222006,K2,0,0,0,2637,1,0,0.0,0.16,marginalny
IK-07-01385,szpital wielospecjalistyczny opolskie-zachodni-09-06-01385,IK07,health,szpital wielospecjalistyczny,16,1609006,K1,0,0,0,2633,1,0,0.0,0.16,marginalny
IK-07-01436,szpital powiatowy podlaskie-zachodni-09-06-01436,IK07,health,szpital powiatowy,20,2009006,K2,0,0,0,2715,1,0,0.0,0.16,marginalny
IK-07-01384,szpital wielospecjalistyczny opolskie-południowy-01-01-01384,IK07,health,szpital wielospecjalistyczny,16,1601001,K1,0,0,0,2757,1,0,0.0,0.16,marginalny
IK-01-00367,magazyn/terminal paliw podlaskie-zachodni-09-06-00367,IK01,energy,magazyn/terminal paliw,20,2009006,K1,0,0,0,2715,1,0,0.0,0.16,marginalny
IK-07-01495,szpital powiatowy lubuskie-zachodni-09-02-01495,IK07,health,szpital powiatowy,08,0809002,K2,0,0,0,2763,1,0,0.0,0.16,marginalny
IK-06-01364,oczyszczalnia ścieków dolnośląskie-północny-30-06-01364,IK06,water,oczyszczalnia ścieków,02,0230006,K2,0,0,0,2734,1,0,0.0,0.16,marginalny
IK-01-00254,elektrownia systemowa lubelskie-miejski-11-06-00254,IK01,energy,elektrownia systemowa,06,0611006,K1,0,0,0,2641,1,0,0.0,0.16,marginalny
IK-01-00382,stacja redukcyjna gazu opolskie-południowy-01-01-00382,IK01,energy,stacja redukcyjna gazu,16,1601001,K2,0,0,0,2757,1,0,0.0,0.16,marginalny
IK-06-01247,przepompownia wody małopolskie-miejski-11-03-01247,IK06,water,przepompownia wody,12,1211003,K3,0,0,0,2778,1,0,0.0,0.16,marginalny
IK-07-01446,szpital powiatowy lubuskie-północny-12-03-01446,IK07,health,szpital powiatowy,08,0812003,K1,0,0,0,2562,1,0,0.0,0.15,marginalny
IK-01-00313,tłocznia gazu małopolskie-zachodni-03-03-00313,IK01,energy,tłocznia gazu,12,1203003,K1,0,0,0,2582,1,0,0.0,0.15,marginalny
IK-06-01360,oczyszczalnia ścieków pomorskie-północny-06-03-01360,IK06,water,oczyszczalnia ścieków,22,2206003,K2,0,0,0,2555,1,0,0.0,0.15,marginalny
IK-06-01130,ujęcie wody kujawsko-pomorskie-południowy-07-02-01130,IK06,water,ujęcie wody,04,0407002,K3,0,0,0,2442,1,0,0.0,0.14,marginalny
IK-06-01246,przepompownia wody śląskie-zachodni-21-03-01246,IK06,water,przepompownia wody,24,2421003,K2,0,0,0,2303,1,0,0.0,0.14,marginalny
IK-07-01507,szpital powiatowy wielkopolskie-południowy-31-01-01507,IK07,health,szpital powiatowy,30,3031001,K2,0,0,0,2250,1,0,0.0,0.13,marginalny
IK-01-00346,magazyn/terminal paliw dolnośląskie-północny-18-05-00346,IK01,energy,magazyn/terminal paliw,02,0218005,K2,0,0,0,2207,1,0,0.0,0.13,marginalny
IK-06-01207,stacja uzdatniania wody dolnośląskie-północny-18-05-01207,IK06,water,stacja uzdatniania wody,02,0218005,K1,0,0,0,2207,1,0,0.0,0.13,marginalny
IK-07-01587,bank krwi / magazyn farmaceutyczny dolnośląskie-centralny-04-01-01587,IK07,health,bank krwi / magazyn farmaceutyczny,02,0204001,K2,0,0,0,2181,1,0,0.0,0.13,marginalny
IK-06-01133,ujęcie wody kujawsko-pomorskie-centralny-16-03-01133,IK06,water,ujęcie wody,04,0416003,K1,0,0,0,1976,1,0,0.0,0.12,marginalny
IK-07-01402,szpital wielospecjalistyczny zachodniopomorskie-zachodni-09-02-01402,IK07,health,szpital wielospecjalistyczny,32,3209002,K1,0,0,0,2081,1,0,0.0,0.12,marginalny
IK-06-01256,przepompownia wody zachodniopomorskie-zachodni-09-02-01256,IK06,water,przepompownia wody,32,3209002,K2,0,0,0,2081,1,0,0.0,0.12,marginalny
IK-07-01539,centrum dializ dolnośląskie-południowy-19-02-01539,IK07,health,centrum dializ,02,0219002,K3,0,0,0,1923,1,0,0.0,0.11,marginalny
IK-01-00259,elektrownia systemowa opolskie-północny-06-05-00259,IK01,energy,elektrownia systemowa,16,1606005,K1,0,0,0,1800,1,0,0.0,0.11,marginalny
IK-06-01351,oczyszczalnia ścieków lubelskie-zachodni-03-01-01351,IK06,water,oczyszczalnia ścieków,06,0603001,K3,0,0,0,1800,1,0,0.0,0.11,marginalny
IK-06-01161,stacja uzdatniania wody opolskie-centralny-10-05-01161,IK06,water,stacja uzdatniania wody,16,1610005,K2,0,0,0,1800,1,0,0.0,0.11,marginalny
IK-07-01420,szpital wielospecjalistyczny lubuskie-zachodni-03-01-01420,IK07,health,szpital wielospecjalistyczny,08,0803001,K1,0,0,0,1914,1,0,0.0,0.11,marginalny
IK-06-01065,ujęcie wody opolskie-centralny-10-05-01065,IK06,water,ujęcie wody,16,1610005,K2,0,0,0,1800,1,0,0.0,0.11,marginalny
IK-07-01409,szpital wielospecjalistyczny wielkopolskie-miejski-29-06-01409,IK07,health,szpital wielospecjalistyczny,30,3029006,K1,0,0,0,1805,1,0,0.0,0.11,marginalny
IK-07-01588,bank krwi / magazyn farmaceutyczny wielkopolskie-miejski-29-06-01588,IK07,health,bank krwi / magazyn farmaceutyczny,30,3029006,K2,0,0,0,1805,1,0,0.0,0.11,marginalny
IK-07-01581,bank krwi / magazyn farmaceutyczny opolskie-północny-06-05-01581,IK07,health,bank krwi / magazyn farmaceutyczny,16,1606005,K2,0,0,0,1800,1,0,0.0,0.11,marginalny
IK-11-02059,zakład dużego ryzyka (ZDR) opolskie-wschodni-02-04-02059,IK11,chemical,zakład dużego ryzyka (ZDR),16,1602004,K2,0,0,0,0,0,0,0.0,0.0,marginalny
IK-11-02060,zakład dużego ryzyka (ZDR) śląskie-południowy-31-04-02060,IK11,chemical,zakład dużego ryzyka (ZDR),24,2431004,K2,0,0,0,0,0,0,0.0,0.0,marginalny
IK-11-02061,zakład dużego ryzyka (ZDR) śląskie-zachodni-27-06-02061,IK11,chemical,zakład dużego ryzyka (ZDR),24,2427006,K1,0,0,0,0,0,0,0.0,0.0,marginalny
IK-11-02062,zakład dużego ryzyka (ZDR) łódzkie-wschodni-20-03-02062,IK11,chemical,zakład dużego ryzyka (ZDR),10,1020003,K1,0,0,0,0,0,0,0.0,0.0,marginalny
IK-05-01025,zakład przetwórstwa spożywczego dolnośląskie-miejski-05-06-01025,IK05,food,zakład przetwórstwa spożywczego,02,0205006,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-05-01026,zakład przetwórstwa spożywczego zachodniopomorskie-północny-12-06-01026,IK05,food,zakład przetwórstwa spożywczego,32,3212006,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-05-01027,zakład przetwórstwa spożywczego zachodniopomorskie-zachodni-09-03-01027,IK05,food,zakład przetwórstwa spożywczego,32,3209003,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-05-01028,zakład przetwórstwa spożywczego mazowieckie-północny-42-01-01028,IK05,food,zakład przetwórstwa spożywczego,14,1442001,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-05-01029,zakład przetwórstwa spożywczego opolskie-miejski-05-04-01029,IK05,food,zakład przetwórstwa spożywczego,16,1605004,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-05-01030,zakład przetwórstwa spożywczego podkarpackie-północny-18-03-01030,IK05,food,zakład przetwórstwa spożywczego,18,1818003,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-05-01031,zakład przetwórstwa spożywczego lubelskie-miejski-05-01-01031,IK05,food,zakład przetwórstwa spożywczego,06,0605001,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-05-01032,zakład przetwórstwa spożywczego dolnośląskie-centralny-16-01-01032,IK05,food,zakład przetwórstwa spożywczego,02,0216001,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-05-01033,zakład przetwórstwa spożywczego opolskie-południowy-07-05-01033,IK05,food,zakład przetwórstwa spożywczego,16,1607005,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-05-01034,zakład przetwórstwa spożywczego mazowieckie-północny-24-04-01034,IK05,food,zakład przetwórstwa spożywczego,14,1424004,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-05-01035,zakład przetwórstwa spożywczego dolnośląskie-miejski-29-02-01035,IK05,food,zakład przetwórstwa spożywczego,02,0229002,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-05-01036,zakład przetwórstwa spożywczego małopolskie-południowy-13-06-01036,IK05,food,zakład przetwórstwa spożywczego,12,1213006,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-05-01037,zakład przetwórstwa spożywczego wielkopolskie-zachodni-27-04-01037,IK05,food,zakład przetwórstwa spożywczego,30,3027004,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-05-01038,zakład przetwórstwa spożywczego dolnośląskie-miejski-17-01-01038,IK05,food,zakład przetwórstwa spożywczego,02,0217001,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-05-01039,zakład przetwórstwa spożywczego dolnośląskie-północny-30-07-01039,IK05,food,zakład przetwórstwa spożywczego,02,0230007,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-05-01040,zakład przetwórstwa spożywczego mazowieckie-centralny-28-03-01040,IK05,food,zakład przetwórstwa spożywczego,14,1428003,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-05-01041,zakład przetwórstwa spożywczego lubelskie-miejski-05-01-01041,IK05,food,zakład przetwórstwa spożywczego,06,0605001,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-05-01042,zakład przetwórstwa spożywczego kujawsko-pomorskie-zachodni-09-07-01042,IK05,food,zakład przetwórstwa spożywczego,04,0409007,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-05-01043,zakład przetwórstwa spożywczego opolskie-zachodni-03-05-01043,IK05,food,zakład przetwórstwa spożywczego,16,1603005,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-05-01044,zakład przetwórstwa spożywczego dolnośląskie-południowy-13-04-01044,IK05,food,zakład przetwórstwa spożywczego,02,0213004,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-05-01045,zakład przetwórstwa spożywczego opolskie-zachodni-03-01-01045,IK05,food,zakład przetwórstwa spożywczego,16,1603001,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-05-01046,zakład przetwórstwa spożywczego wielkopolskie-zachodni-21-01-01046,IK05,food,zakład przetwórstwa spożywczego,30,3021001,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-05-01047,zakład przetwórstwa spożywczego dolnośląskie-południowy-13-01-01047,IK05,food,zakład przetwórstwa spożywczego,02,0213001,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-05-01048,zakład przetwórstwa spożywczego mazowieckie-zachodni-15-07-01048,IK05,food,zakład przetwórstwa spożywczego,14,1415007,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-05-01049,zakład przetwórstwa spożywczego opolskie-centralny-10-04-01049,IK05,food,zakład przetwórstwa spożywczego,16,1610004,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-05-01050,zakład przetwórstwa spożywczego zachodniopomorskie-wschodni-14-02-01050,IK05,food,zakład przetwórstwa spożywczego,32,3214002,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-05-01051,zakład przetwórstwa spożywczego łódzkie-południowy-01-05-01051,IK05,food,zakład przetwórstwa spożywczego,10,1001005,K2,0,0,0,0,0,0,0.0,0.0,marginalny
IK-05-01052,zakład przetwórstwa spożywczego kujawsko-pomorskie-centralny-10-03-01052,IK05,food,zakład przetwórstwa spożywczego,04,0410003,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-05-01053,zakład przetwórstwa spożywczego kujawsko-pomorskie-miejski-11-03-01053,IK05,food,zakład przetwórstwa spożywczego,04,0411003,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-05-01054,zakład przetwórstwa spożywczego dolnośląskie-miejski-29-07-01054,IK05,food,zakład przetwórstwa spożywczego,02,0229007,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-05-01055,zakład przetwórstwa spożywczego dolnośląskie-miejski-23-05-01055,IK05,food,zakład przetwórstwa spożywczego,02,0223005,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-05-01056,zakład przetwórstwa spożywczego kujawsko-pomorskie-północny-18-01-01056,IK05,food,zakład przetwórstwa spożywczego,04,0418001,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-05-01009,zakład przetwórstwa spożywczego opolskie-południowy-01-02-01009,IK05,food,zakład przetwórstwa spożywczego,16,1601002,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-05-01010,zakład przetwórstwa spożywczego świętokrzyskie-wschodni-02-01-01010,IK05,food,zakład przetwórstwa spożywczego,26,2602001,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-05-01011,zakład przetwórstwa spożywczego kujawsko-pomorskie-północny-12-05-01011,IK05,food,zakład przetwórstwa spożywczego,04,0412005,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-05-01012,zakład przetwórstwa spożywczego łódzkie-północny-12-07-01012,IK05,food,zakład przetwórstwa spożywczego,10,1012007,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-05-01013,zakład przetwórstwa spożywczego dolnośląskie-wschodni-26-04-01013,IK05,food,zakład przetwórstwa spożywczego,02,0226004,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-05-01014,zakład przetwórstwa spożywczego opolskie-zachodni-03-06-01014,IK05,food,zakład przetwórstwa spożywczego,16,1603006,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-05-01015,zakład przetwórstwa spożywczego opolskie-wschodni-08-02-01015,IK05,food,zakład przetwórstwa spożywczego,16,1608002,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-05-01016,zakład przetwórstwa spożywczego dolnośląskie-centralny-28-04-01016,IK05,food,zakład przetwórstwa spożywczego,02,0228004,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-05-01017,zakład przetwórstwa spożywczego opolskie-miejski-11-04-01017,IK05,food,zakład przetwórstwa spożywczego,16,1611004,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-05-01018,zakład przetwórstwa spożywczego lubelskie-zachodni-09-01-01018,IK05,food,zakład przetwórstwa spożywczego,06,0609001,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-05-01019,zakład przetwórstwa spożywczego podlaskie-miejski-17-05-01019,IK05,food,zakład przetwórstwa spożywczego,20,2017005,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-05-01020,zakład przetwórstwa spożywczego dolnośląskie-północny-06-03-01020,IK05,food,zakład przetwórstwa spożywczego,02,0206003,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-05-01021,zakład przetwórstwa spożywczego pomorskie-wschodni-02-05-01021,IK05,food,zakład przetwórstwa spożywczego,22,2202005,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-05-01022,zakład przetwórstwa spożywczego kujawsko-pomorskie-zachodni-21-01-01022,IK05,food,zakład przetwórstwa spożywczego,04,0421001,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-05-01023,zakład przetwórstwa spożywczego podkarpackie-centralny-04-01-01023,IK05,food,zakład przetwórstwa spożywczego,18,1804001,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-05-01024,zakład przetwórstwa spożywczego warmińsko-mazurskie-miejski-17-04-01024,IK05,food,zakład przetwórstwa spożywczego,28,2817004,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-05-01057,zakład przetwórstwa spożywczego dolnośląskie-zachodni-03-04-01057,IK05,food,zakład przetwórstwa spożywczego,02,0203004,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-05-01058,zakład przetwórstwa spożywczego opolskie-miejski-05-07-01058,IK05,food,zakład przetwórstwa spożywczego,16,1605007,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-05-01059,zakład przetwórstwa spożywczego śląskie-miejski-05-04-01059,IK05,food,zakład przetwórstwa spożywczego,24,2405004,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-05-01060,zakład przetwórstwa spożywczego podlaskie-wschodni-14-06-01060,IK05,food,zakład przetwórstwa spożywczego,20,2014006,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-02-00657,węzeł agregacyjny/RAN hub opolskie-wschodni-02-02-00657,IK02,telecom,węzeł agregacyjny/RAN hub,16,1602002,K2,0,0,0,0,0,0,0.0,0.0,marginalny
IK-02-00658,węzeł agregacyjny/RAN hub śląskie-centralny-10-06-00658,IK02,telecom,węzeł agregacyjny/RAN hub,24,2410006,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-02-00659,węzeł agregacyjny/RAN hub mazowieckie-wschodni-38-07-00659,IK02,telecom,węzeł agregacyjny/RAN hub,14,1438007,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-02-00660,węzeł agregacyjny/RAN hub opolskie-wschodni-08-01-00660,IK02,telecom,węzeł agregacyjny/RAN hub,16,1608001,K2,0,0,0,0,0,0,0.0,0.0,marginalny
IK-02-00662,węzeł agregacyjny/RAN hub dolnośląskie-północny-24-06-00662,IK02,telecom,węzeł agregacyjny/RAN hub,02,0224006,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-02-00664,węzeł agregacyjny/RAN hub podkarpackie-miejski-11-02-00664,IK02,telecom,węzeł agregacyjny/RAN hub,18,1811002,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-02-00665,węzeł agregacyjny/RAN hub małopolskie-wschodni-14-06-00665,IK02,telecom,węzeł agregacyjny/RAN hub,12,1214006,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-02-00666,węzeł agregacyjny/RAN hub opolskie-południowy-07-07-00666,IK02,telecom,węzeł agregacyjny/RAN hub,16,1607007,K2,0,0,0,0,0,0,0.0,0.0,marginalny
IK-02-00667,węzeł agregacyjny/RAN hub opolskie-miejski-11-06-00667,IK02,telecom,węzeł agregacyjny/RAN hub,16,1611006,K2,0,0,0,0,0,0,0.0,0.0,marginalny
IK-02-00668,węzeł agregacyjny/RAN hub lubelskie-południowy-19-07-00668,IK02,telecom,węzeł agregacyjny/RAN hub,06,0619007,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-02-00670,węzeł agregacyjny/RAN hub dolnośląskie-zachodni-15-06-00670,IK02,telecom,węzeł agregacyjny/RAN hub,02,0215006,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-02-00672,węzeł agregacyjny/RAN hub zachodniopomorskie-południowy-19-06-00672,IK02,telecom,węzeł agregacyjny/RAN hub,32,3219006,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-02-00641,węzeł agregacyjny/RAN hub opolskie-wschodni-02-03-00641,IK02,telecom,węzeł agregacyjny/RAN hub,16,1602003,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-02-00643,węzeł agregacyjny/RAN hub dolnośląskie-centralny-22-02-00643,IK02,telecom,węzeł agregacyjny/RAN hub,02,0222002,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-02-00645,węzeł agregacyjny/RAN hub podkarpackie-miejski-23-02-00645,IK02,telecom,węzeł agregacyjny/RAN hub,18,1823002,K2,0,0,0,0,0,0,0.0,0.0,marginalny
IK-02-00647,węzeł agregacyjny/RAN hub śląskie-miejski-17-05-00647,IK02,telecom,węzeł agregacyjny/RAN hub,24,2417005,K2,0,0,0,0,0,0,0.0,0.0,marginalny
IK-02-00648,węzeł agregacyjny/RAN hub podlaskie-zachodni-03-06-00648,IK02,telecom,węzeł agregacyjny/RAN hub,20,2003006,K2,0,0,0,0,0,0,0.0,0.0,marginalny
IK-02-00649,węzeł agregacyjny/RAN hub lubelskie-zachodni-15-04-00649,IK02,telecom,węzeł agregacyjny/RAN hub,06,0615004,K2,0,0,0,0,0,0,0.0,0.0,marginalny
IK-02-00650,węzeł agregacyjny/RAN hub dolnośląskie-południowy-25-02-00650,IK02,telecom,węzeł agregacyjny/RAN hub,02,0225002,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-02-00651,węzeł agregacyjny/RAN hub dolnośląskie-północny-30-04-00651,IK02,telecom,węzeł agregacyjny/RAN hub,02,0230004,K2,0,0,0,0,0,0,0.0,0.0,marginalny
IK-02-00652,węzeł agregacyjny/RAN hub opolskie-centralny-04-01-00652,IK02,telecom,węzeł agregacyjny/RAN hub,16,1604001,K1,0,0,0,0,0,0,0.0,0.0,marginalny
IK-02-00653,węzeł agregacyjny/RAN hub opolskie-zachodni-03-04-00653,IK02,telecom,węzeł agregacyjny/RAN hub,16,1603004,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-02-00654,węzeł agregacyjny/RAN hub opolskie-zachodni-03-07-00654,IK02,telecom,węzeł agregacyjny/RAN hub,16,1603007,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-02-00655,węzeł agregacyjny/RAN hub łódzkie-północny-18-05-00655,IK02,telecom,węzeł agregacyjny/RAN hub,10,1018005,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-02-00656,węzeł agregacyjny/RAN hub kujawsko-pomorskie-zachodni-09-01-00656,IK02,telecom,węzeł agregacyjny/RAN hub,04,0409001,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-02-00625,węzeł agregacyjny/RAN hub zachodniopomorskie-centralny-10-04-00625,IK02,telecom,węzeł agregacyjny/RAN hub,32,3210004,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-02-00626,węzeł agregacyjny/RAN hub podlaskie-zachodni-15-05-00626,IK02,telecom,węzeł agregacyjny/RAN hub,20,2015005,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-02-00627,węzeł agregacyjny/RAN hub łódzkie-zachodni-21-05-00627,IK02,telecom,węzeł agregacyjny/RAN hub,10,1021005,K2,0,0,0,0,0,0,0.0,0.0,marginalny
IK-02-00628,węzeł agregacyjny/RAN hub śląskie-miejski-35-03-00628,IK02,telecom,węzeł agregacyjny/RAN hub,24,2435003,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-02-00629,węzeł agregacyjny/RAN hub opolskie-wschodni-08-06-00629,IK02,telecom,węzeł agregacyjny/RAN hub,16,1608006,K2,0,0,0,0,0,0,0.0,0.0,marginalny
IK-02-00630,węzeł agregacyjny/RAN hub dolnośląskie-północny-12-04-00630,IK02,telecom,węzeł agregacyjny/RAN hub,02,0212004,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-02-00631,węzeł agregacyjny/RAN hub opolskie-miejski-05-01-00631,IK02,telecom,węzeł agregacyjny/RAN hub,16,1605001,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-02-00632,węzeł agregacyjny/RAN hub warmińsko-mazurskie-północny-06-06-00632,IK02,telecom,węzeł agregacyjny/RAN hub,28,2806006,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-02-00633,węzeł agregacyjny/RAN hub opolskie-zachodni-03-04-00633,IK02,telecom,węzeł agregacyjny/RAN hub,16,1603004,K2,0,0,0,0,0,0,0.0,0.0,marginalny
IK-02-00634,węzeł agregacyjny/RAN hub pomorskie-południowy-19-05-00634,IK02,telecom,węzeł agregacyjny/RAN hub,22,2219005,K1,0,0,0,0,0,0,0.0,0.0,marginalny
IK-02-00635,węzeł agregacyjny/RAN hub dolnośląskie-miejski-17-07-00635,IK02,telecom,węzeł agregacyjny/RAN hub,02,0217007,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-02-00636,węzeł agregacyjny/RAN hub śląskie-centralny-34-01-00636,IK02,telecom,węzeł agregacyjny/RAN hub,24,2434001,K3,0,0,0,0,0,0,0.0,0.0,marginalny
IK-02-00637,węzeł agregacyjny/RAN hub zachodniopomorskie-północny-12-05-00637,IK02,telecom,węzeł agregacyjny/RAN hub,32,3212005,K2,0,0,0,0,0,0,0.0,0.0,marginalny
IK-02-00638,węzeł agregacyjny/RAN hub małopolskie-zachodni-03-07-00638,IK02,telecom,węzeł agregacyjny/RAN hub,12,1203007,K2,0,0,0,0,0,0,0.0,0.0,marginalny
IK-02-00640,węzeł agregacyjny/RAN hub podkarpackie-zachodni-03-06-00640,IK02,telecom,węzeł agregacyjny/RAN hub,18,1803006,K3,0,0,0,0,0,0,0.0,0.0,marginalny
