node_id,node_name,system_code,system_group,node_type,voivodeship_code,gmina_code,criticality_class,cascade_nodes,cascade_max_wave,cascade_systems,cascade_population,cascade_gminas,cascade_k1_nodes,first_secondary_hour,cascade_index,cascade_tier,backup_type,autonomy_hours,single_source_power,on_ci_register,spo10_agreement,operator_name,in_flood_zone,fragility_score,spof_reason
IK-01-00240,GPZ 110/SN dolnośląskie-zachodni-03-05-00240,IK01,energy,GPZ 110/SN,02,0203005,K2,6,2,3,17799,3,3,0.0,8.7,istotny,dual_feed,0.0,0,1,1,OSD Południe (fikc.),0,41.92,skutki w 3 systemach
IK-01-00201,GPZ 110/SN mazowieckie-centralny-10-04-00201,IK01,energy,GPZ 110/SN,14,1410004,K1,3,2,3,40949,4,0,1.2,8.47,istotny,dual_feed,0.0,0,1,1,OSD Południe (fikc.),0,48.6,skutki w 3 systemach
IK-02-00477,węzeł szkieletowy telekom warmińsko-mazurskie-południowy-01-05-00477,IK02,telecom,węzeł szkieletowy telekom,28,2801005,K2,4,2,4,0,0,1,0.47,8.4,istotny,genset,8.3,1,1,1,Telko Gamma S.A. (fikc.),0,67.83,skutki w 4 systemach; jedno źródło zasilania
IK-02-00459,węzeł szkieletowy telekom lubuskie-wschodni-08-07-00459,IK02,telecom,węzeł szkieletowy telekom,08,0808007,K2,4,2,4,0,0,1,0.46,8.4,istotny,genset,6.3,0,0,0,Telko Gamma S.A. (fikc.),0,42.53,skutki w 4 systemach; poza rejestrem IK
IK-02-00469,węzeł szkieletowy telekom dolnośląskie-zachodni-09-02-00469,IK02,telecom,węzeł szkieletowy telekom,02,0209002,K2,4,2,4,0,0,1,0.38,8.4,istotny,genset,6.4,1,1,0,Telko Gamma S.A. (fikc.),1,69.19,skutki w 4 systemach; jedno źródło zasilania; w strefie zalewowej
IK-01-00225,GPZ 110/SN dolnośląskie-południowy-07-01-00225,IK01,energy,GPZ 110/SN,02,0207001,K1,4,2,3,30446,3,1,2.8,8.38,istotny,dual_feed,0.0,0,1,1,Operator Przesyłowy S.A. (fikc.),1,53.56,skutki w 3 systemach; w strefie zalewowej
IK-01-00211,GPZ 110/SN dolnośląskie-miejski-29-07-00211,IK01,energy,GPZ 110/SN,02,0229007,K2,3,1,3,30558,2,1,0.0,8.19,istotny,dual_feed,0.0,0,0,1,Gazoprzesył S.A. (fikc.),0,39.56,skutki w 3 systemach; poza rejestrem IK
IK-06-01350,oczyszczalnia ścieków mazowieckie-zachodni-03-04-01350,IK06,water,oczyszczalnia ścieków,14,1403004,K2,0,0,0,137093,1,0,0.0,8.11,istotny,genset,3.2,1,0,1,Wodociągi Miejskie (fikc.),0,64.89,137 093 mieszkańców bez usług; jedno źródło zasilania; poza rejestrem IK
IK-02-00470,węzeł szkieletowy telekom świętokrzyskie-zachodni-09-04-00470,IK02,telecom,węzeł szkieletowy telekom,26,2609004,K1,6,1,3,0,0,4,0.26,7.98,istotny,none,0.0,1,1,1,Telko Alfa S.A. (fikc.),0,95.44,skutki w 3 systemach; brak zasilania rezerwowego; jedno źródło zasilania
IK-01-00136,GPZ 110/SN lubelskie-wschodni-08-03-00136,IK01,energy,GPZ 110/SN,06,0608003,K2,3,1,3,26884,2,1,0.0,7.97,istotny,dual_feed,0.0,0,1,1,OSD Zachód (fikc.),0,44.8,skutki w 3 systemach
IK-01-00184,GPZ 110/SN kujawsko-pomorskie-północny-18-02-00184,IK01,energy,GPZ 110/SN,04,0418002,K2,4,2,3,21911,4,1,0.0,7.88,istotny,dual_feed,0.0,0,0,1,Paliwa Krajowe S.A. (fikc.),0,40.72,skutki w 3 systemach; poza rejestrem IK
IK-02-00467,węzeł szkieletowy telekom opolskie-miejski-05-03-00467,IK02,telecom,węzeł szkieletowy telekom,16,1605003,K2,7,2,3,0,0,3,0.59,7.84,istotny,genset,7.5,1,1,1,Telko Beta S.A. (fikc.),1,65.16,skutki w 3 systemach; jedno źródło zasilania; w strefie zalewowej
IK-02-00466,węzeł szkieletowy telekom lubelskie-północny-18-07-00466,IK02,telecom,węzeł szkieletowy telekom,06,0618007,K1,5,2,3,0,0,4,0.4,7.78,istotny,genset,2.0,1,1,0,Telko Beta S.A. (fikc.),0,71.89999999999999,skutki w 3 systemach; jedno źródło zasilania
IK-01-00188,GPZ 110/SN kujawsko-pomorskie-zachodni-09-01-00188,IK01,energy,GPZ 110/SN,04,0409001,K3,4,2,3,24071,3,0,1.4,7.67,istotny,dual_feed,0.0,0,0,0,Paliwa Krajowe S.A. (fikc.),0,38.12,skutki w 3 systemach; poza rejestrem IK
IK-02-00479,węzeł szkieletowy telekom dolnośląskie-centralny-04-03-00479,IK02,telecom,węzeł szkieletowy telekom,02,0204003,K1,5,2,3,0,0,3,0.23,7.45,istotny,genset,10.0,1,0,1,Telko Gamma S.A. (fikc.),0,76.24,skutki w 3 systemach; jedno źródło zasilania; poza rejestrem IK
IK-03-00738,węzeł sieci rządowej podlaskie-miejski-05-01-00738,IK03,ict,węzeł sieci rządowej,20,2005001,K2,6,2,3,0,0,2,0.57,7.31,istotny,genset,12.7,1,1,0,Centrum Informatyki Państwowej (fikc.),0,65.95,skutki w 3 systemach; jedno źródło zasilania
IK-02-00453,węzeł szkieletowy telekom dolnośląskie-wschodni-26-01-00453,IK02,telecom,węzeł szkieletowy telekom,02,0226001,K1,5,1,3,0,0,2,0.47,7.11,istotny,genset,6.9,0,1,0,Telko Gamma S.A. (fikc.),0,48.8,skutki w 3 systemach
IK-02-00423,węzeł szkieletowy telekom warmińsko-mazurskie-południowy-07-02-00423,IK02,telecom,węzeł szkieletowy telekom,28,2807002,K1,5,1,3,0,0,2,0.44,7.11,istotny,none,0.0,0,1,0,Telko Alfa S.A. (fikc.),0,73.56,skutki w 3 systemach; brak zasilania rezerwowego
IK-01-00159,GPZ 110/SN dolnośląskie-zachodni-03-03-00159,IK01,energy,GPZ 110/SN,02,0203003,K2,3,2,3,12137,2,1,4.9,7.1,istotny,dual_feed,0.0,0,1,0,OSD Zachód (fikc.),0,43.24,skutki w 3 systemach
IK-03-00691,centrum przetwarzania danych zachodniopomorskie-centralny-04-04-00691,IK03,ict,centrum przetwarzania danych,32,3204004,K1,3,2,3,0,0,3,0.51,7.05,istotny,genset,20.2,0,1,0,Centrum Informatyki Państwowej (fikc.),0,48.55,skutki w 3 systemach
IK-02-00422,węzeł szkieletowy telekom mazowieckie-zachodni-27-02-00422,IK02,telecom,węzeł szkieletowy telekom,14,1427002,K1,6,1,3,0,0,1,0.23,6.98,istotny,genset,7.8,0,1,1,Telko Gamma S.A. (fikc.),0,52.96999999999999,skutki w 3 systemach
IK-01-00121,GPZ 110/SN dolnośląskie-zachodni-27-07-00121,IK01,energy,GPZ 110/SN,02,0227007,K1,3,2,3,14668,2,0,0.0,6.92,istotny,dual_feed,0.0,0,1,1,OSD Południe (fikc.),1,52.04,skutki w 3 systemach; w strefie zalewowej
IK-02-00441,węzeł szkieletowy telekom podkarpackie-centralny-04-03-00441,IK02,telecom,węzeł szkieletowy telekom,18,1804003,K1,4,1,3,0,0,2,0.31,6.92,istotny,genset,4.0,1,1,1,Telko Beta S.A. (fikc.),0,75.57000000000001,skutki w 3 systemach; jedno źródło zasilania
IK-01-00236,GPZ 110/SN opolskie-zachodni-03-07-00236,IK01,energy,GPZ 110/SN,16,1603007,K2,3,1,3,12988,1,0,0.0,6.82,istotny,dual_feed,0.0,0,1,0,Gazoprzesył S.A. (fikc.),1,39.76,skutki w 3 systemach; w strefie zalewowej
IK-02-00460,węzeł szkieletowy telekom opolskie-zachodni-09-06-00460,IK02,telecom,węzeł szkieletowy telekom,16,1609006,K1,5,2,3,0,0,1,0.49,6.78,istotny,genset,8.0,1,1,1,Telko Beta S.A. (fikc.),0,73.89,skutki w 3 systemach; jedno źródło zasilania
IK-03-00775,węzeł sieci rządowej lubelskie-południowy-19-01-00775,IK03,ict,węzeł sieci rządowej,06,0619001,K1,3,2,3,0,0,2,0.7,6.72,istotny,genset,11.2,1,0,1,Centrum Informatyki Państwowej (fikc.),0,72.63,skutki w 3 systemach; jedno źródło zasilania; poza rejestrem IK
IK-02-00458,węzeł szkieletowy telekom opolskie-południowy-07-02-00458,IK02,telecom,węzeł szkieletowy telekom,16,1607002,K1,4,1,3,0,0,1,0.25,6.58,istotny,genset,6.4,1,1,1,Telko Gamma S.A. (fikc.),1,75.19,skutki w 3 systemach; jedno źródło zasilania; w strefie zalewowej
IK-01-00226,GPZ 110/SN pomorskie-centralny-10-04-00226,IK01,energy,GPZ 110/SN,22,2210004,K1,3,1,3,8063,1,0,0.0,6.53,istotny,dual_feed,0.0,0,0,1,Operator Przesyłowy S.A. (fikc.),0,48.6,skutki w 3 systemach; poza rejestrem IK
IK-02-00451,węzeł szkieletowy telekom wielkopolskie-wschodni-08-05-00451,IK02,telecom,węzeł szkieletowy telekom,30,3008005,K2,3,1,3,0,0,1,0.77,6.38,istotny,genset,10.4,1,1,1,Telko Gamma S.A. (fikc.),0,67.83,skutki w 3 systemach; jedno źródło zasilania
IK-02-00478,węzeł szkieletowy telekom dolnośląskie-zachodni-21-01-00478,IK02,telecom,węzeł szkieletowy telekom,02,0221001,K1,3,1,3,0,0,1,0.2,6.38,istotny,genset,8.0,0,1,1,Telko Alfa S.A. (fikc.),1,52.93,skutki w 3 systemach; w strefie zalewowej
IK-02-00476,węzeł szkieletowy telekom dolnośląskie-centralny-04-06-00476,IK02,telecom,węzeł szkieletowy telekom,02,0204006,K2,3,2,3,0,0,1,0.54,6.38,istotny,none,0.0,1,1,0,Telko Beta S.A. (fikc.),0,91.72,skutki w 3 systemach; brak zasilania rezerwowego; jedno źródło zasilania
IK-02-00424,węzeł szkieletowy telekom dolnośląskie-wschodni-02-04-00424,IK02,telecom,węzeł szkieletowy telekom,02,0202004,K1,4,1,3,0,0,0,0.21,6.25,istotny,genset,10.2,1,1,1,Telko Gamma S.A. (fikc.),1,72.0,skutki w 3 systemach; jedno źródło zasilania; w strefie zalewowej
IK-01-00077,GPZ 110/SN opolskie-północny-06-05-00077,IK01,energy,GPZ 110/SN,16,1606005,K2,3,3,3,1800,1,0,4.0,6.16,istotny,dual_feed,0.0,0,1,1,Operator Przesyłowy S.A. (fikc.),1,44.48,skutki w 3 systemach; w strefie zalewowej
